Ticker,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow,2023_PE,Average_Growth,Growth_Rate
BC,59.1897,14.1075,-37.9025,9.42056,11.798233333333334,Not Ideal
BCBP,64.1655,33.1162,-35.3145,6.1168833,20.65573333333333,Ideal 20% - 25%
BCC,307.1837,20.3754,-43.6074,11.276216,94.65056666666668,Not Ideal
BCO,557.5,62.1673,-48.5932,8.888211,190.3580333333333,Not Ideal
BCOV,-192.8436,-267.0372,153.8658,-178.0,-102.005,Not Ideal
BCPC,13.5672,9.6385,3.0142,29.639414,8.739966666666666,Not Ideal
BCRX,0.6827,34.2569,-8.3269,-11.8,8.870899999999999,Not Ideal
BDC,-215.8859,298.3778,-4.6744,11.132876,25.93916666666666,Not Ideal
BDN,-95.9778,337.9852,-465.6157,-13.757575,-74.53609999999999,Not Ideal
BDX,139.3593,-14.9618,-16.5823,16.348433,35.938399999999994,Not Ideal
BE,4.3744,83.288,0.2349,26.500002,29.2991,Not Ideal
BEAT,314.6067,192.7281,12.9378,-3.4067798,173.4242,Not Ideal
BECN,-43.7577,-1107.4725,-5.1047,11.799999,-385.4449666666667,Not Ideal
BELFA,93.9898,112.2759,40.126,12.280703,82.13056666666667,Not Ideal
BELFB,93.9898,112.2759,40.126,10.504472,82.13056666666667,Not Ideal
BEN,129.2152,-29.4506,-31.6665,8.099291,22.699366666666663,Ideal 20% - 25%
BERY,31.127,4.502,-20.4961,6.824096,5.0443,Not Ideal
BFAM,161.0366,14.451,-7.9587,26.255695,55.84296666666666,Not Ideal
BFIN,-19.1313,41.6194,-10.4917,11.376471,3.9988,Not Ideal
BFS,19.8281,3.7302,4.9707,33.1,9.509666666666666,Not Ideal
BFST,73.8214,4.0644,30.9428,7.7061076,36.2762,Not Ideal
BG,81.4847,-22.5217,39.3168,10.362526,32.759933333333336,Not Ideal
BGFV,83.0282,-74.475,-127.1026,-23.599998,-39.516466666666666,Not Ideal
BGS,-48.9628,-116.8787,482.2164,11.935484,105.4583,Not Ideal
BGSF,878.7938,79.7505,-140.3099,9.117021,272.7448,Not Ideal
BH,-193.3902,-190.2475,-271.616,-26.45772,-218.4179,Not Ideal
BHB,18.2138,10.8349,2.9731,9.021583,10.673933333333332,Not Ideal
BHE,154.5002,90.7436,-5.7366,12.381146,79.83573333333334,Not Ideal
BHF,-254.8539,136.0925,-128.6672,2.4270625,-82.4762,Not Ideal
BHLB,-122.2627,-22.021,-24.7858,8.773663,-56.3565,Not Ideal
BHR,-74.6689,-166.6104,-252.1142,-3.2500002,-164.46450000000002,Not Ideal
BHVN,80.1631,166.7398,-28.4266,-6.6552315,72.82543333333332,Not Ideal
BIIB,-61.1033,95.8036,-61.8924,12.374424,-9.064033333333333,Not Ideal
BIO,11.5365,-185.2684,-82.4309,22.479166,-85.3876,Not Ideal
BIOL,-3.9872,77.2125,-27.9458,-1.3481818,15.093166666666669,Not Ideal
BJRI,-93.7704,-213.0338,382.3356,21.872482,25.17713333333332,Not Ideal
BK,3.9259,-31.5509,27.7108,9.306425,0.0285999999999996,Not Ideal
BKD,-221.0573,140.1319,-20.7258,-11.706897,-33.88373333333333,Not Ideal
BKH,3.9946,9.1677,1.4706,13.325243,4.877633333333333,Not Ideal
BKNG,1874.5763,162.4893,40.2551,16.836706,692.4402333333333,Not Ideal
BKTI,-976.8041,583.8918,-80.8304,4.158757,-157.91423333333333,Not Ideal
BKU,109.7436,-31.3296,-37.302,8.432177,13.704,Not Ideal
BL,145.4883,-74.4783,-279.7591,26.999998,-69.58303333333333,Not Ideal
BLBD,-102.3718,15733.564,-152.0379,13.234941,5159.7181,Not Ideal
BLD,31.1684,71.5931,10.4795,17.756472,37.74700000000001,Not Ideal
