Ticker,2020_Close,2020_MarketCap,2021_Close,2021_MarketCap,2022_Close,2022_MarketCap,2023_Close,2023_MarketCap
CCI,156.38999938964844,40794300416,207.9199981689453,40794300416,135.63999938964844,40794300416,115.19000244140624,40794300416
COST,374.4500122070313,320609058816,563.9099731445312,320609058816,456.5,320609058816,660.0800170898438,320609058816
ODFL,96.80999755859376,39540097024,178.13499450683594,39540097024,141.88999938964844,39540097024,202.6649932861328,39540097024
TDG,616.1400146484375,69398331392,634.4099731445312,69398331392,629.6500244140625,69398331392,1011.5999755859376,69398331392
WAB,72.4000015258789,28412094464,91.80999755859376,28412094464,99.80999755859376,28412094464,126.9000015258789,28412094464
