Ticker,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow,2023_PE
COLL,167.3333,-134.9595,-292.6046,10.06267
COLM,227.8383,-12.0494,-19.2782,18.221968
COMM,-19.3233,178.1885,12.7438,2.483333
CONN,,-3549.3146,-154.796,18.578947
COO,1135.193,-86.8985,-23.7429,22.546835
COOP,376.7213,-36.5199,-45.8288,6.6897745
COP,-399.1114,131.2167,-41.3437,13.004141
COR,-145.1763,10.3179,2.7356,16.317408
CORT,6.1324,-9.8603,4.656,18.21875
COST,25.1124,16.7166,7.666,41.49828
COTY,-80.004,-228.9121,95.8382,20.070175
CPB,-38.4521,-24.4511,13.3421,14.151703
CPE,-105.2715,663.279,-60.6451,5.1901307
CPF,114.3482,-7.4674,-20.6404,8.485107
CPHC,1010.9225,-36.321,40.6006,
CPIX,5.0362,58.8055,12.7298,11.428572
CPK,16.7389,7.5839,-2.8776,16.966347
CPRI,,-1425.8065,-25.0608,8.212962
CPRT,33.8028,16.4053,13.5407,33.524693
CPRX,-47.3454,110.4225,-14.0457,10.598592
CPS,20.6386,-33.2836,-6.221,-10.641379
CPSH,254.1465,-33.7226,-35.7091,
CPSI,29.3696,-13.9067,-388.5801,4.994565
CPSS,119.237,80.9254,-47.2652,10.313253
CPT,145.2623,115.0701,-38.2954,56.636364
CR,140.5525,-7.8778,-36.2004,24.265163
CRAI,70.0698,4.6546,-11.7793,21.72006
CRBP,-58.982,-7.2162,5.3284,-7.2343755
CRC,inf,-14.3791,7.6336,7.972851
CRI,209.6585,-26.4049,-7.0141,10.622671
CRIS,51.9192,24.7293,-16.3379,-2.998047
CRK,361.1576,-571.9752,-81.4272,11.054945
CRL,7.323,24.3602,-2.3861,18.42317
CRM,,-64.5383,-85.5956,24.449091
CRMD,28.0672,5.287,56.0154,-58.38889
CRMT,,-9.3551,-78.4958,14.906251
CRNX,45.8313,52.2821,30.8758,-12.378531
CROX,131.9541,-25.5666,46.7283,9.219422
CRS,-15406.6667,-78.615,-214.8676,17.92887
CRUS,,50.156,-45.8556,14.401626
CRVL,,43.2609,-0.0678,
CRVS,621.2844,-4.4726,-34.5656,-2.012987
CRWS,,63.0982,-43.0329,6.6842103
CSCO,-5.5556,11.5287,6.7812,12.528
CSGP,28.826,26.2816,1.4073,71.50781
CSGS,23.1984,-39.0856,50.3541,10.909931
CSL,31.7401,119.1131,-16.9481,17.544058
CSPI,-148.3402,170.2432,175.4897,
CSTR,97.1048,-19.8451,-23.6128,16.08
CSV,106.0845,24.7957,-19.2552,9.953307
CSWI,,65.5528,45.2662,30.116604
CSX,36.745,10.1825,-10.8257,15.238532
CTAS,26.8175,11.2325,9.0837,39.996357
CTBI,47.7867,-6.9651,-4.6569,9.702078
CTHR,-307.8967,-81.4694,-924.8313,-5.5533338
CTLT,164.7059,-14.7009,-151.3026,36.74342
CTMX,78.7566,-14.2858,-99.4271,-3.8809526
CTO,-61.8642,-89.4522,75.1108,-34.019608
CTRE,-10.9872,-110.4276,-815.894,22.071428
CTRN,,159.5713,-5.3792,178.66667
CTS,-220.7,-242.2992,1.6064,17.528736
CTSH,53.5201,7.1596,-7.1616,13.162325
CTSO,213.3605,33.6091,-13.1205,-4.0499997
CUBE,34.9358,30.3295,41.0262,22.466667
CUBI,137.3297,-27.527,9.6955,6.1967435
CUE,-1.3928,20.0376,-4.2954,-1.9
CULP,,-199.7825,881.6257,-22.8
CURO,-21.6537,-412.61,,-0.13461539
CUTR,-108.6359,-4093.2105,,-0.73333335
CUZ,17.4091,-40.1287,-50.2599,41.70909
CVBF,19.9606,10.7773,-5.9424,10.893333
CVCO,,157.9378,21.6769,16.223162
CVCY,39.5832,-6.1829,-4.1621,7.3940516
CVGI,-164.0557,-192.5796,-324.8919,5.181035
CVGW,-13.2624,-47.123,33.5254,17.387098
CVI,-109.7656,1752.0,66.0907,12.502057
CVLT,,-208.6257,-206.3942,31.92212
CVLY,73.6437,37.0626,24.2933,11.1
CVM,20.1812,0.9339,-12.2787,-2.9795918
CVNA,-21.0526,1075.5556,-128.3554,-34.26446
CVR,2107.0803,157.5394,-253.4921,
CVS,11.4501,-46.1192,93.5514,7.408096
CVU,-286.6165,34.5414,87.454,6.7692313
CVV,-178.1405,-104.7188,1766.0714,10.853658
CVX,-381.8871,126.976,-39.7462,11.277622
CW,30.5062,11.9922,20.4387,22.851217
CWBC,39.5832,-6.1829,-4.1621,6.4067163
CWBR,-4.8521,-21.3273,,-0.21938775
CWEN,104.0,1041.1765,-86.4261,
CWH,127.6031,-50.82,-77.3314,9.516432
CWST,-54.8877,29.146,-52.1487,73.49593
CWT,4.4345,-5.0571,-45.9322,20.725739
CXW,-193.78,-335.7022,-44.7433,17.32558
CYAN,,134.1304,-259.7029,
CYCC,118.5554,14.8507,6.4015,-0.0869922
CYH,-54.9902,-80.0,-389.1304,14.347826
CYRX,742.7737,-86.4504,166.7533,-16.19
CYTK,69.1523,80.6455,35.2969,-18.638298
CZNC,58.9533,-12.8821,-9.2794,9.6875
CZR,-42.0034,-11.7763,-187.4305,15.242554
CZWI,67.1198,-16.4817,-26.4737,7.801419
D,-947.6309,-61.1356,50.9463,14.994117
DAIO,-85.999,101.8018,-143.3929,9.499999
DAKT,,-94.5817,1048.9865,11.8125
DAL,-102.2608,370.7143,249.6965,6.868313
DAN,-735.4839,-222.8426,-115.7025,8.177632
DAR,119.2966,13.3314,-12.1954,9.853488
DARE,41.2228,-20.0236,-2.5409,-3.8437502
DBD,-70.7172,637.8173,,6.750533
DBI,,-131.6094,5.3049,8.522936
DBX,-231.0183,64.7409,-18.0043,10.672811
DCI,11.6342,15.9986,7.8125,19.889805
DCO,364.578,-78.7591,-44.6733,14.698369
DCOM,145.7489,46.6941,-37.0107,6.642336
DCPH,12.5615,-40.3492,8.9481,-15.99367
DD,-319.1461,-9.2624,-92.7914,17.386091
DDD,-315.284,-138.1029,,inf
DDS,,-1303.6634,3.3814,14.110502
DE,116.7575,19.5875,42.5607,14.248635
DEA,151.3001,4.7109,-40.2554,46.76
DECK,,18.1334,14.3541,26.967709
DEI,29.4441,48.8424,-143.9611,-19.041666
DELL,,71.1692,-56.1028,14.560747
DENN,-1626.0555,-4.3049,-73.3042,10.837838
DFIN,-663.3205,-29.7464,-19.8049,16.222223
DFS,375.1972,-19.3287,-32.7846,9.688838
DG,,-9.6351,0.6984,16.85109
DGICA,-52.1839,-107.7587,-325.8596,12.0
DGII,23.2434,86.9863,27.7924,13.506608
DGLY,-1070.1319,-175.6901,33.2277,-0.23237884
DGX,39.413,-52.5815,-9.7252,14.59134
DHI,75.9195,40.2725,-18.9808,9.234608
DHIL,91.9285,-45.507,4.4327,
DHR,76.4399,12.0628,-33.9159,28.445213
DHX,-0.9095,-114.0408,-16.4033,10.173912
DIN,-194.1054,-17.1187,19.8062,6.447368
DIOD,133.2222,44.8149,-31.4236,18.577608
DIS,-169.6578,57.6441,-25.151,20.090414
DIT,180.4693,7.2497,-30.445,
DJCO,2693.8629,-166.9832,-128.3667,
DK,-79.0154,-300.3897,-92.2987,19.52143
DKS,,186.6324,-31.3667,14.002788
DLA,-291.8881,-2.7395,-268.2523,-3.219178
DLB,34.0867,-40.6605,9.0006,19.91282
DLHC,42.6061,129.5515,-93.7264,11.178947
DLR,379.5928,-77.9036,151.2254,110.14286
DLTH,,118.767,-92.2429,-35.083336
DLTR,,-1.0433,21.6507,14.473684
DLX,1094.3745,4.4098,-60.0581,5.843195
DMRC,6.8291,72.036,-23.1429,-19.757008
DNLI,-508.4866,12.1859,-55.4515,-5.96139
DNOW,-101.171,2460.0,92.9688,13.064814
DOC,22.2401,-1.007,-38.8531,32.649124
DOCU,,-71.2349,39.2677,16.125357
DOMO,,20.6501,3.3689,-50.2
DOOR,36.8846,126.6992,-44.8138,13.348439
DORM,23.0766,-7.5898,6.3431,14.242671
DOV,64.4329,-5.2003,-0.8023,18.020102
DOW,415.1837,-27.3966,-87.1454,13.232558
DPZ,3.9021,-11.4021,14.7823,29.518684
DRH,-50.6602,-156.1855,-21.0266,19.347824
DRI,-1300.9542,51.4063,3.0542,15.946986
DRQ,317.619,-98.7361,-137.1921,19.76087
DRRX,6131.0997,-2.57,-21.8181,-0.7801626
DSKE,1265.8537,-10.3571,-135.259,55.266663
DSS,-1844.0232,80.6818,34.7025,-2.1621249
DTE,-33.6988,19.4046,28.9935,15.386332
DUK,183.8054,-34.7492,11.4118,15.522907
DVA,26.4732,-42.7257,23.4002,13.790674
DVAX,-201.9577,282.1464,-102.1794,22.74
DVN,-204.9627,113.8287,-37.7057,8.916377
DWSN,120.4532,-29.6999,,-3.1674
DX,-42.3979,39.9957,-104.2819,116.7
DXC,,-581.8792,-179.1086,5.584527
DXCM,-56.0575,57.3075,58.7046,56.367256
DXLG,,-187.8754,57.1474,10.7
DXPE,-156.36,191.9193,42.8969,12.251256
DXYN,-117.55,-2270.7302,-92.2518,2.1536
DY,,41.4626,192.776,15.839367
DZSI,50.2599,7.9232,,1.4628358
EA,,-5.7348,1.6477,16.752972
EAF,-10.6001,-1.3823,-100.0,172.0
EARN,-131.3693,378.6495,-115.097,6.009091
EAT,439.3443,-10.6383,-12.7551,13.073171
EB,-38.1091,-60.1783,-52.1902,-264.00003
EBAY,140.1271,-109.3254,-318.0457,10.2669325
EBF,,20.2872,63.2047,14.113475
EBMT,-32.0051,-25.7854,-6.0275,7.7108436
EBS,-28.2211,-196.4009,259.4045,0.51226157
EBTC,34.0635,1.2924,-10.9046,
ECL,-193.7599,-3.3808,25.703,31.021948
ECPG,65.5819,-44.5342,-206.1306,4.6587305
ED,22.2525,23.3284,51.747,16.857143
EDIT,65.9843,14.5089,-30.4915,-1.9014598
EDUC,,-34.1984,-130.1548,5.1428576
EE,6.1028,-36.1034,15.7538,15.905662
EEFT,-2180.0235,226.7327,21.0823,10.673596
EEX,-87.4211,-264.1154,-106.2691,-71.875
EFC,433.6812,-152.4842,-220.0394,6.6511626
EFOI,31.8509,30.3449,-58.2352,-7.0495453
EFSC,78.8758,52.6008,-4.4247,8.56081
EFX,43.0879,-6.4499,-21.6748,23.032427
EGAN,-3.4545,-135.0769,-186.399,19.40625
EGBN,33.6371,-20.2393,-28.6639,7.2795277
EGHT,,5.9172,-58.2953,4.9111114
EGLE,-627.3308,34.1329,-90.8358,8.493894
EGP,45.3974,18.168,7.6855,31.706121
EGRX,-171.9576,-513.1448,,1.1752874
EGY,-269.8512,-36.5927,16.3114,6.736842
EHC,45.0387,-34.2552,29.8893,18.365639
EHTH,-329.648,-14.9969,-68.1995,85.600006
EIG,-0.4174,-59.43,144.0083,11.604904
EIGR,-47.8609,185.3318,-22.5397,-0.4791667
EIX,6.1998,-10.9189,70.7524,12.689285
EKSO,-38.3002,54.4449,0.7825,-5.166667
EL,319.5906,-16.7247,-57.9079,34.118607
ELAN,-15.8537,-83.8509,1478.2051,12.415095
ELF,,249.3261,182.6367,46.304844
ELMD,-43.2348,-2.4132,37.3536,28.983332
ELOX,92.9809,-45.9514,,-1.353662
ELS,14.9787,8.4384,10.3925,32.41398
ELSE,-430.6452,-75.6098,175.0,
EME,188.4936,5.89,55.863,20.63374
EMKR,-466.3286,-194.8914,209.6988,-13.55
EML,72.9559,31.583,-30.2141,
EMN,79.2887,-7.4679,12.7364,10.470066
EMR,17.201,40.2953,309.1303,18.39249
ENG,809.6,225.664,-18.1538,7.0
ENPH,8.5481,173.1968,10.4625,21.242188
ENR,-272.4544,-243.8782,-160.6911,8.229226
ENS,,0.3745,22.1658,10.793555
ENSG,14.1801,15.427,-6.8016,20.061016
ENSV,220.9247,-30.7625,52.7713,-3.6933334
ENTA,118.4141,54.1281,9.906,-2.942184
ENTG,38.7014,-48.935,-13.5224,29.537777
ENV,-527.5241,-708.747,194.9431,19.704762
ENVA,-32.1691,-19.0683,-15.5734,6.3315897
ENZ,-127.6122,-331.8857,-211.1002,-2.6666667
EOG,-870.9091,66.3593,-2.1266,10.821458
EOLS,-71.2845,58.966,-17.1034,73.56251
EPAM,47.2222,-12.9214,-0.5562,19.720032
EPC,74.2604,-15.5348,15.2764,12.334426
EPM,-376.8705,-298.4913,7.9349,10.18868
EPR,-174.8558,78.7204,-1.8062,15.089219
EPRT,126.4448,40.1201,42.1807,21.590164
EQBK,-170.0013,9.9238,-86.4426,7.7465115
EQC,-103.6331,-327.2688,144.6502,-187.2
EQH,-370.8333,22.6781,-39.5262,5.119279
EQIX,35.2683,40.8152,37.5999,52.870632
EQR,45.8841,-41.7105,7.5333,39.268295
EQT,19.1853,-254.9744,-2.0177,10.605821
ERIE,1.5533,0.238,49.3996,35.93052
ERII,-45.9241,68.5402,-10.5826,22.923077
ES,1.2745,15.104,-131.479,12.602911
ESCA,-5.8957,-26.2897,-45.3611,6.357143
ESE,-36.1278,29.646,12.421,21.268343
ESGR,-69.4144,-261.71,-228.5057,7.2592497
ESNT,65.0642,21.9381,-16.2346,7.524148
ESP,-115.6009,-796.8746,190.6531,2530.0
ESPR,87.4651,-13.1728,-10.4473,39.4
ESRT,-47.9824,-724.3164,31.0066,75.833336
ESS,-14.1185,-16.4238,-0.6098,43.66135
ESSA,13.929,22.1992,-7.4439,7.941177
ESTC,,57.4918,15.8515,73.53957
ETN,52.0567,14.8321,30.7067,27.844269
ETR,-20.4694,-1.9291,115.3157,13.817358
ETRN,-433.6595,-80.9224,-265.3025,14.09375
ETSY,41.3064,-240.6845,-144.2998,22.663366
EVBG,1.499,-35.4677,-22.6714,18.582888
EVBN,113.7916,-6.8793,9.5359,10.889362
EVC,-849.156,-38.1435,-185.1979,-11.0
EVER,73.4869,25.6355,110.0549,-106.1579
EVFM,44.1876,-62.6213,-169.0748,-0.025454545
EVH,-88.7505,-49.0333,489.856,16.511906
EVI,981.8065,-51.157,137.3382,
EVOK,-35.0957,-3.6756,-5.2508,15.0
EVOL,2613.0638,,,
EVR,111.1155,-35.6155,-46.3865,12.06782
EVRG,42.2772,-14.4367,-2.8431,13.014888
EVRI,-287.2245,-21.2104,-30.2866,8.009804
EVTC,54.2859,48.333,-66.6448,11.76489
EW,82.548,1.2507,-7.852,27.137821
EWBC,53.7488,29.2219,2.9322,8.867857
EXAS,-27.6807,4.681,-67.2579,989.1667
EXC,-13.0922,27.1981,7.2811,14.343513
EXEL,106.7104,-21.1116,13.98,15.959183
EXLS,28.2556,24.5822,29.0904,15.760869
EXP,,10.2529,23.325,15.57205
EXPD,103.3344,-4.1041,-44.5349,22.041582
EXPE,-100.4594,2833.3333,126.4205,8.747889
EXPI,160.8975,-80.9874,-158.1078,55.333332
EXPO,22.5918,1.1146,-1.9457,45.053925
EXPR,,-96.4395,-2135.4253,-0.12575758
EXR,71.7902,3.9919,-6.6795,27.743801
EXTR,-101.5263,2186.7252,76.3547,13.493976
EYE,253.5132,-67.1548,-256.4527,22.050632
EYPT,28.6888,75.0415,-30.7655,-6.1971836
EZPW,-112.5791,482.4431,-23.3194,9.22689
F,-1502.4238,-111.0442,-319.4346,6.2953367
FAF,78.319,-78.8091,-17.5665,10.223283
FANG,-148.3064,101.0082,-28.3402,9.873834
FARM,12.3062,-62.3995,405.5871,-12.4
FARO,-6453.5771,-33.0497,111.4554,18.028847
FAST,7.6708,17.5027,6.2655,29.411257
FATE,22.3569,32.7927,-42.8768,-2.1823206
FBIO,39.0685,33.8037,-29.9602,-0.3568376
FBIZ,110.5961,14.2721,-9.3764,6.347409
FBK,199.0915,-34.5429,-3.4772,11.709266
FBMS,22.2112,-1.9449,19.9272,9.0
FBNC,17.3877,53.628,-29.1317,10.745584
FBP,174.7793,8.5569,-0.7238,9.324325
FC,-244.3879,35.2859,-3.5214,18.19626
FCAP,12.7628,4.1842,7.4609,
FCBC,42.4261,-8.8063,2.9103,14.552632
FCCO,53.134,-5.5092,-18.9557,8.983696
FCEL,13.4086,41.232,-24.6311,-3.7112
FCF,88.2405,-7.2879,22.5322,9.096551
FCFS,17.1985,102.9437,-13.489,14.034782
FCN,11.5264,0.2332,16.72,22.461134
FCNCA,11.1789,100.7313,944.2623,8.717106
FCPT,10.667,14.245,-2.4874,20.9375
FCX,618.8648,-19.4612,-46.7128,22.803652
FDBC,84.1811,25.0458,-39.3425,
FDP,62.6016,23.25,-111.5619,9.796935
FDS,7.1465,-0.6689,17.9524,23.822287
FDX,306.7652,-26.8591,3.816,12.301691
FE,18.9064,-68.3554,171.4286,13.405595
FEIM,,-1373.9706,-36.5001,
FELE,53.1555,21.7548,3.1708,20.396187
FET,-14.6952,-104.4912,-608.5129,8.755868
FF,-43.6152,-42.0644,145.7564,6.775
FFBC,31.6732,6.0694,17.5776,9.2125
FFIC,135.8914,-5.9272,-62.7474,9.666667
FFIN,12.6355,3.0379,-15.1394,19.070969
FFIV,7.7413,-2.7415,22.5937,11.9185295
FFNW,43.1627,8.0905,-52.3792,37.036366
FFWM,29.8,0.9141,-280.1289,6.682927
FGBI,34.3489,5.8138,-68.0827,12.4777775
FGEN,53.2154,1.252,-3.2085,-2.5454545
FHB,43.0575,-0.0188,-11.5558,11.782124
FHN,18.2249,-9.9099,-0.3333,8.934132
FI,39.2484,89.6552,21.2648,15.10089
FIBK,19.1687,5.2577,27.3492,10.308881
FICO,65.8485,-4.7293,14.9472,38.52243
FIS,163.9241,-4109.5923,-60.2033,12.79096
FISI,102.6949,-27.1877,-11.152,5.5728154
FITB,94.1135,-11.6968,-3.9657,10.241573
FIVE,,126.0115,-6.1985,20.353268
FIVN,25.8011,78.5849,-13.6144,21.889732
FIX,-4.5231,71.5734,31.4909,22.388569
FIXX,-25.5878,-94.7736,2156.963,-1.3352858
FIZZ,,-8.9775,-10.3134,22.361809
FL,,176.4706,-61.7021,9.520548
FLIC,4.5773,8.9187,-44.0915,8.380531
FLL,7863.2653,-226.4651,68.2248,16.451612
FLNT,-555.7771,1126.0861,-48.7416,24.785715
FLO,35.3661,10.7703,-45.9636,19.03817
FLR,1.1387,-132.9545,-4.1379,12.722398
FLS,-3.4282,49.8138,-1.0313,15.986441
FLT,19.2102,13.6784,2.8882,13.448338
FLWS,101.1119,-75.0447,-250.9693,23.25641
FLXS,-185.859,-91.9603,697.5175,10.806558
FMAO,16.9196,38.3911,-29.9185,11.647727
FMBH,13.7398,41.6819,-5.5064,9.325301
FMC,33.8885,-0.4191,79.4297,11.708333
FMNB,23.8036,16.8833,-17.5999,9.170543
FN,30.7211,35.0807,23.7214,18.669903
FNB,41.6084,8.3951,10.4784,8.662338
FNCB,39.252,-4.333,-36.4979,
FND,45.2603,5.2837,-17.5104,41.322098
FNF,96.0056,-53.7361,-60.0464,8.59375
FNKO,1008.306,-118.303,1817.598,16.026316
FNLC,33.6909,7.5023,-24.2934,
FNWB,49.1103,1.4723,-85.3883,9.318182
FOLD,-9.5329,-5.5466,-35.9237,25.615385
FONR,23.8754,21.879,-24.6375,
FOR,81.25,62.2505,-6.6555,7.61425
FORD,-129.5055,-363.1229,171.1159,7.68
FORM,6.8782,-39.5429,62.3773,27.695652
FORR,148.6887,-12.2283,-86.013,10.7
FOSL,-126.4676,-273.6141,255.7488,-0.6822807
FOX,115.2152,-43.9535,2.8216,12.204256
FOXA,115.2152,-43.9535,2.8216,8.203704
FOXF,80.667,25.3086,-41.1306,10.056848
FPI,40.3427,16.8452,164.8021,-269.0
FR,38.2715,32.5232,-23.4781,27.527271
FRBA,82.173,2.4217,-42.4119,6.7126436
FRBK,398.1401,,,0.02
FRD,,23.1216,51.7418,
FRME,38.3116,8.0562,0.7641,9.658958
FRPH,121.9033,-83.8207,16.1446,72.166664
FRPT,831.5872,100.3232,-43.5002,171.08064
FRT,98.5468,47.4164,-38.5239,32.757862
FSBW,-4.7168,-20.75,21.5994,6.8205686
FSFG,-11.354,-47.9623,-46.8868,6.596708
FSLR,17.6571,-109.4232,-1981.0329,8.269231
FSLY,132.1405,-14.3347,-30.2379,74.41176
FSP,184.2772,-98.8201,-4497.6234,-5.8125
FSS,4.5738,19.6819,30.7309,24.341318
FSTR,-52.1762,-1356.5913,-103.2131,13.922156
FTDR,14.2857,-44.5312,140.8451,11.803846
FTEK,-101.2623,-2770.3704,6.6574,inf
FTI,-100.4046,-906.015,-152.4254,14.556819
FTK,-77.6284,38.5868,-158.4163,6.3703704
FTNT,24.217,41.2821,33.8855,32.56701
FTV,-62.2885,24.1289,14.6451,18.050358
FUL,30.4513,11.7229,-19.6364,15.154159
FULT,54.7388,4.1685,-0.9412,10.474683
FUNC,42.8365,26.697,-39.8754,7.171428
FUSB,64.4256,54.2125,23.616,
FWONA,-68.1208,-393.6842,-66.8459,45.123188
FWONK,-68.1208,-393.6842,-66.8459,50.7029
FWRD,346.0414,82.4984,-13.3754,14.582782
G,19.8433,-4.3427,78.6214,9.343465
GABC,35.2467,-2.7479,4.9655,12.064638
GAIA,618.8825,-204.2884,49.1133,383.0
GALT,30.0959,27.022,5.9057,-2.2075472
GATX,-5.4197,8.9448,66.2604,15.333333
GBCI,6.8908,6.4775,-26.4757,15.662338
GBLI,-239.741,-102.8957,-3091.6471,9.284023
GBX,-33.8776,44.7531,33.2623,11.073991
GCBC,27.8475,16.8908,10.0014,
GCI,-79.8708,-42.2045,-64.3714,10.083334
GCO,,-303.5301,-37.3835,11.717592
GD,2.8418,4.0835,-2.2124,17.5913
GDDY,-148.9396,45.357,290.3464,19.363924
GDEN,-218.4209,-49.0988,210.587,19.78395
GDOT,105.2657,35.2401,-89.5316,4.8342543
GE,-211.0975,-105.3495,2696.7552,32.364002
GEF,259.0993,-3.5833,-4.6456,11.761996
GEN,,50.9025,61.3636,9.072072
GENC,4.9539,-106.4083,-4042.4731,5.4919095
GEO,-31.5079,121.929,-37.5338,10.846715
GEOS,-26.9515,62.6067,-153.4039,30.374998
GERN,53.5528,22.2105,29.7574,-26.199999
GES,,-310.9628,-12.6941,8.36875
GEVO,47.3225,65.544,-32.4385,-1.6892308
GFF,48.2547,-341.8326,-140.5188,11.956203
GGG,33.1088,4.7239,9.9569,24.3769
GH,59.8492,61.3597,-26.7556,-6.185567
GHC,17.2157,-80.9475,206.0391,15.994756
GHM,,-469.5451,-104.1833,71.38462
GIFI,-19.1716,-84.8791,627.9833,345.0
GIII,,751.9558,-166.3338,7.9295774
GILD,4960.9756,-26.2329,23.3667,9.06815
GIS,7.2712,15.7065,-4.1887,15.023454
GKOS,-58.792,100.0181,35.7538,-75.59055
GLBZ,50.8393,-30.6439,-18.1089,
GLDD,-25.2197,-168.8926,-140.8339,9.565217
GLPI,5.6032,28.2009,7.2489,14.338926
GLRE,354.6818,44.1688,242.6328,7.575
GLT,-67.4289,-2899.5964,-59.2947,4.205882
GLW,272.2656,-30.9549,-55.8511,15.311927
GLYC,24.302,-26.3902,-20.9673,-4.0
GM,55.8892,-0.8484,1.9428,4.6097307
GME,,77.1017,-17.8862,184.83334
GMED,45.8581,27.4668,-35.3875,15.133739
GMRE,-1015.4286,8.6256,7.6794,270.3333
GMS,,159.0394,21.7776,10.561644
GNE,122.0753,200.558,-77.7484,33.23913
GNK,-180.6865,-12.8737,-108.116,9.526786
GNL,5.4556,5.7804,-1862.5385,-11.031746
GNRC,52.6904,-34.3322,-42.0188,17.210127
GNTX,3.8075,-11.6519,34.3979,14.115226
GNTY,45.2668,1.6103,-25.7374,11.970833
GNW,377.5281,7.7647,-91.7031,6.5888886
GOGO,-161.0852,-39.7263,58.2442,15.894738
GOLF,86.3144,11.4075,-0.426,16.986073
GOOD,-26.7974,-1.1888,-53.864,222.83334
GOOG,88.8127,-21.1237,23.0491,19.484024
GOOGL,88.8127,-21.1237,23.0491,19.263906
GORO,84.1707,-178.7369,153.3935,-4.6
GOSS,-3.8445,-1.9769,-21.6067,-1.0142857
GPC,-3188.4132,31.5881,11.315,14.637803
GPI,92.7051,36.1166,-19.9468,7.417255
GPK,22.1557,155.8824,38.5057,8.975695
GPMT,-269.0274,-159.7267,54.8022,15.888888
GPN,65.1714,-88.4518,784.5694,9.329027
GPOR,,,197.3343,5.467103
GPRE,-39.3316,92.7779,-26.5953,9.9375
GPRO,-655.7867,-92.2281,-284.3623,11.533333
GPS,,-138.4962,-178.9062,12.987342
GRBK,67.3014,53.462,-2.4919,7.3049936
GRC,18.5128,-62.4971,212.2019,17.643616
GRMN,9.0571,-10.0365,32.4626,23.95854
GROW,-782.3442,-89.2369,-8.4593,
GRPN,-141.214,-300.2301,-76.6802,8.626865
GRTS,-28.7065,59.4084,15.7101,-0.8333334
GS,128.724,-47.9501,-24.3762,10.427908
GSAT,2.7235,128.1154,-90.3789,-129.0
GSBC,25.819,1.7701,-10.7284,10.447155
GSHD,-41.8219,-89.5428,2402.6549,27.1
GSIT,,-23.8875,-2.3888,-7.1454544
GT,-160.925,-73.5602,-441.0891,6.361702
GTES,274.1814,-25.6816,5.4801,10.550899
GTHX,49.467,-0.5345,-67.493,-9.921053
GTIM,-220.6309,-115.7324,-519.7652,133.5
GTLS,-80.8179,-59.3909,97.0833,10.123683
GTN,-78.0488,405.5556,-116.7033,-10.849057
GTX,518.75,-21.2121,-33.0769,6.9781027
GTY,-9.408,43.2437,-33.1975,22.966103
GV,,-99.6599,-35739.6759,
GVA,-106.9571,725.099,-47.6615,11.077844
GVP,-200.6643,-244.6498,-43.1402,-1.3485714
GWRE,144.529,171.2963,-38.0068,64.18604
GWRS,226.6063,52.563,44.9691,36.0
GWW,50.0719,48.3221,18.2288,21.37703
H,-68.4211,-304.955,-51.6484,33.662895
HA,-71.6651,65.8327,8.5025,-8.246754
HAE,,-45.419,166.0542,20.897726
HAFC,133.8539,2.7534,-21.0594,6.8609867
HAIN,-196.2155,0.6579,-249.6501,13.347826
HAL,-149.4737,7.8929,67.8117,9.510153
HALL,-109.5431,-1300.6886,,
HALO,211.9727,-49.8078,39.314,8.355263
HAS,92.6742,-52.5309,-831.8428,14.630072
HASI,53.5855,-67.2126,258.6237,9.402255
HAYN,34.0383,-619.256,-6.9022,12.636555
HBAN,58.5067,72.8185,-12.8239,9.419581
HBB,-53.9409,18.591,-0.0989,12.7125
HBCP,96.3295,-29.9233,18.1028,8.027523
HBI,-202.1765,-264.7208,-86.0649,7.125
HBIO,-96.3124,3204.1667,-64.1131,13.172414
HBNC,27.142,7.2533,-70.0443,7.6026487
HCA,85.2957,-18.8758,-7.1061,13.35431
HCC,-521.9149,325.0356,-25.3656,12.227191
HCI,-93.2705,-3252.5323,-235.0755,10.651119
HCKT,659.0901,-1.7884,-16.3007,11.9175825
HCSG,-50.8087,-29.4584,12.0988,12.206897
HD,,27.7242,4.0893,20.292654
HDSN,-719.4124,221.7738,-49.6662,7.936
HE,24.2056,-2.027,-17.2408,4.4570136
HEAR,-54.2637,-436.0194,-70.3103,11.102363
HEES,-321.0104,28.896,28.0873,8.4719305
HEI,-3.1097,15.5989,14.7639,49.617226
HELE,,-11.8852,-35.9714,9.009718
HES,-118.0731,274.9553,-34.0649,14.677541
HFBL,39.3506,-9.1705,17.0532,
HFWA,110.5111,-16.4839,-24.574,9.589189
HGV,-187.5622,100.0,-11.0795,8.639004
HHS,-983.7662,145.6483,,7.019802
HI,-515.807,-16.4066,172.7142,11.52657
HIBB,,134.7144,-26.5362,9.476922
HIFS,32.8672,-44.3817,-29.7129,
HIG,36.4997,-23.2813,37.6581,8.454625
HII,-21.8391,6.4338,17.6166,14.636891
HIW,-9.8229,-49.2277,-6.5027,63.902443
HL,-471.1008,-206.4197,125.4927,29.5625
HLF,20.0215,-28.153,-55.7423,3.4055116
HLI,,39.9589,-41.9252,22.485008
HLIT,-145.2803,112.6301,198.0413,11.548387
HLNE,,48.9319,-25.2531,24.99329
HLT,-157.3427,206.0976,-9.0837,23.797346
HLX,-377.5232,42.6501,-87.6538,13.097561
HMN,27.832,-88.3803,127.2727,9.649215
HMNF,31.6638,-40.6886,-25.3574,
