Ticker,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow,2023_PE,Average_Growth,Growth_Rate
BLDR,450.307,59.3453,-43.967,12.901243,155.22843333333336,Not Ideal
BLFS,-549.2184,1469.432,-52.486,-39.177776,289.24253333333337,Not Ideal
BLK,19.6472,-12.2522,6.2572,16.227797,4.5507333333333335,Not Ideal
BLKB,-26.163,-896.8936,-104.0082,16.230928,-342.35493333333335,Not Ideal
BLMN,-235.8126,-52.7234,142.7566,9.4577055,-48.593133333333334,Not Ideal
BLUE,32.4365,-67.4658,,-0.55043477,-17.51465,Not Ideal
BMI,23.3893,9.2175,39.2535,40.868477,23.953433333333333,Ideal 20% - 25%
BMRC,9.8737,40.201,-57.294,9.284314,-2.4064333333333323,Not Ideal
BMRN,-107.5033,-320.9129,18.426,30.731058,-136.6634,Not Ideal
BMY,-177.5818,-9.5367,26.8374,6.8018274,-53.42703333333333,Not Ideal
BNED,,-50.7496,47.9327,-0.5472973,-1.408450000000002,Not Ideal
BOH,64.7369,-10.8804,-24.1811,15.339573,9.891800000000002,Not Ideal
BOKF,42.087,-15.8299,2.013,10.660165,9.423366666666666,Not Ideal
BOOM,227.6204,-406.6148,50.7967,6.754166,-42.73256666666666,Not Ideal
BOOT,,224.0663,-11.378,20.982592,106.34415000000001,Not Ideal
BOTJ,52.3896,18.0524,-2.8463,,22.531900000000004,Ideal 20% - 25%
BOX,,-4.5449,-164.6012,14.4375,-84.57305000000001,Not Ideal
BPMC,-305.1997,-13.4405,-9.0639,-33.11511,-109.23469999999999,Not Ideal
BPOP,84.5338,17.9435,-50.905,7.7745275,17.190766666666665,Not Ideal
BPRN,62.8712,17.8244,-2.7516,8.823881,25.981333333333335,Not Ideal
BPTH,-4.0618,32.8352,15.936,-0.14867462,14.903133333333335,Not Ideal
BR,18.3784,-1.5342,16.9727,22.794205,11.272300000000001,Not Ideal
BRC,15.3868,15.6719,16.5877,13.624715,15.882133333333334,Not Ideal
BRID,-175.1468,-918.9351,-92.2913,,-395.4577333333334,Not Ideal
BRKL,142.3428,-4.9342,-31.66,8.166667,35.24953333333334,Not Ideal
BRKR,75.602,7.0372,44.0324,23.572271,42.22386666666667,Not Ideal
BRN,-231.476,-11.8343,-117.4315,,-120.24726666666668,Not Ideal
BRO,22.1852,14.4268,29.5773,21.242188,22.063100000000002,Ideal 20% - 25%
BRT,-246.5814,71.5841,-92.247,-37.08163,-89.08143333333334,Not Ideal
BRX,122.9762,31.0918,-13.8642,23.594738,46.7346,Not Ideal
BRY,-94.0881,-1709.6255,-85.05,8.608911,-629.5878666666666,Not Ideal
BSET,-273.1312,262.1827,-104.8527,10.496241,-38.600399999999986,Not Ideal
BSGM,-38.8774,-15.2427,7.3525,-1.0073078,-15.5892,Not Ideal
BSRR,21.352,-21.7451,3.5206,8.278226,1.0424999999999998,Not Ideal
BSX,-1369.5122,-32.9491,128.2235,27.367424,-424.7459333333333,Not Ideal
BTU,-119.2536,260.2055,-41.4386,8.493297,33.17109999999999,Not Ideal
BURL,,-288.8411,-43.7131,20.023941,-166.2771,Not Ideal
BUSE,23.0258,3.9385,-4.4782,9.701299,7.4953666666666665,Not Ideal
BV,-211.2981,-69.7624,-155.0,14.297468,-145.3535,Not Ideal
BW,-399.4185,-173.9982,762.6394,4.01,63.074233333333346,Not Ideal
BWA,7.4,75.7914,-33.7924,7.6356325,16.466333333333335,Not Ideal
BWEN,-291.4593,-441.7633,-178.6125,7.5862074,-303.94503333333336,Not Ideal
BWFG,350.3049,40.7846,-2.0465,6.534119,129.681,Not Ideal
BWXT,9.761,-22.127,3.2151,28.34503,-3.0503,Not Ideal
BXC,266.1297,0.0145,-83.6124,10.313489,60.84393333333335,Not Ideal
BXMT,204.4912,-40.6856,-0.8394,9.295812,54.322066666666665,Not Ideal
BXP,-42.1131,68.0434,-77.594,30.711166,-17.22123333333333,Not Ideal
BY,147.6446,-5.2067,22.6528,8.575099,55.03023333333332,Not Ideal
BYD,-444.3549,37.8425,-3.027,8.066971,-136.51313333333331,Not Ideal
BYFC,530.8411,-239.1605,,,145.84029999999998,Not Ideal
BYND,245.2097,101.0582,-7.6455,-3.5331938,112.87413333333332,Not Ideal
BZH,133.6403,80.8738,-28.1341,5.197782,62.126666666666665,Not Ideal
C,98.7146,-32.3752,-37.8377,9.219911,9.500566666666671,Not Ideal
CABO,-4.1286,-19.7742,14.2313,9.369451,-3.2238333333333333,Not Ideal
CAC,16.0172,-10.976,-29.3885,9.223404,-8.115766666666667,Not Ideal
CACC,127.6247,-44.0885,-46.6032,12.28981,12.311000000000002,Not Ideal
CACI,42.2928,-19.8165,4.8913,17.460972,9.122533333333333,Not Ideal
CADE,-14.4218,137.3602,17.0684,10.089605,46.668933333333335,Not Ideal
CAG,54.6006,-31.6138,-23.0354,11.400369,-0.01620000000000014,Not Ideal
CAH,-116.5314,-252.7005,-127.9743,13.036802,-165.7354,Not Ideal
CAKE,-128.5647,-40.4156,135.0277,10.128281,-11.31753333333333,Not Ideal
CAL,,-131.2035,32.64,7.3980002,-49.281749999999995,Not Ideal
CALA,27.6812,-65.5481,,-0.014814815,-18.93345,Not Ideal
CALM,-88.7989,6339.3204,471.4467,24.21179,2240.656066666667,Not Ideal
CALX,611.9161,-82.7962,-28.4931,21.984253,166.8756,Not Ideal
CAMP,,-50.2904,16.073,3.2777777,-17.1087,Not Ideal
CAPR,46.6096,44.9345,-23.1981,52.800003,22.782,Ideal 20% - 25%
CAR,-287.8655,115.0973,-40.9551,5.6961584,-71.2411,Not Ideal
CARA,-1151.6171,-3.3548,38.6539,-0.725,-372.106,Not Ideal
CARG,40.8637,-22.7537,-56.2231,14.619355,-12.704366666666667,Not Ideal
CARS,-101.3206,59.4477,588.3761,24.529411,182.16773333333333,Not Ideal
CASA,-87.0691,-2569.7537,,-0.175,-1328.4114000000002,Not Ideal
CASH,35.3209,10.3579,4.6225,7.6288657,16.767100000000003,Not Ideal
CASI,-24.0914,11.895,-34.32,6.882353,-15.505466666666669,Not Ideal
CASS,13.6161,22.0249,-13.8809,14.177631,7.253366666666666,Not Ideal
CASY,,8.5938,31.4609,22.845879,20.02735,Ideal 20% - 25%
CAT,116.4443,3.3287,54.1387,15.039138,57.97056666666666,Not Ideal
CATC,69.0416,-2.0639,-35.5327,10.0672,10.481666666666667,Not Ideal
CATO,,-177.5941,-99.9213,3.7,-138.7577,Not Ideal
CATY,30.3434,20.8975,-1.8073,8.354241,16.477866666666667,Not Ideal
CB,141.2963,-38.4633,72.093,10.56459,58.30866666666666,Not Ideal
CBAN,57.9264,4.7323,11.2834,7.069103,24.64736666666667,Ideal 20% - 25%
CBAY,76.5151,17.7815,-0.5953,-30.933334,31.23376666666667,Not Ideal
CBFV,-208.7406,-2.7917,100.4979,9.763816,-37.011466666666664,Not Ideal
CBOE,12.9859,-55.5766,224.0,20.027313,60.469766666666665,Not Ideal
CBRE,144.2855,-23.4077,-29.9218,15.822842,30.31866666666667,Not Ideal
CBRL,-883.7198,-48.1834,-24.8938,11.490119,-318.93233333333336,Not Ideal
CBSH,49.9095,-7.9821,-2.3217,15.801724,13.2019,Not Ideal
CBT,-205.042,-16.4,112.9187,12.216074,-36.17443333333333,Not Ideal
CBU,15.1923,-0.8503,-29.8579,12.5172415,-5.171966666666667,Not Ideal
CBZ,-9.4663,48.6225,14.8205,23.164516,17.99223333333333,Not Ideal
CC,177.6256,-4.9342,-141.1765,7.2877984,10.504966666666661,Not Ideal
CCBG,5.7639,0.0479,56.4049,9.710432,20.738899999999997,Ideal 20% - 25%
CCI,3.7879,52.8285,-10.3284,36.859924,15.429333333333332,Not Ideal
CCK,-196.7185,-229.8214,-38.1018,12.477105,-154.88056666666668,Not Ideal
CCL,-7.1805,-35.8699,-98.7855,10.517483,-47.27863333333334,Not Ideal
CCNE,76.2423,9.498,-8.1788,7.9430385,25.853833333333338,Not Ideal
CCO,-25.5559,-77.7315,221.8521,-10.214285,39.52156666666667,Not Ideal
CCOI,675.177,-89.3203,24646.2301,-20.932629,8410.695600000001,Not Ideal
CCRN,-1118.3768,42.7713,-61.461,14.554621,-379.0221666666667,Not Ideal
CCS,141.8079,5.3404,-50.6358,6.7933106,32.17083333333333,Not Ideal
CDE,-222.2227,149.3679,32.6539,16.642857,-13.400300000000003,Not Ideal
CDLX,131.9747,261.8901,-71.0483,31.9125,107.60550000000002,Not Ideal
CDMO,,1038.7085,-99.5614,-82.44444,469.57354999999995,Not Ideal
CDNA,63.8452,149.863,148.3704,-17.978262,120.69286666666666,Not Ideal
CDNS,17.8299,21.9837,22.6387,40.629524,20.81743333333333,Ideal 20% - 25%
CDTX,-41.1088,-20.9174,-31.7205,-9.127819,-31.248900000000003,Not Ideal
CDW,25.3773,12.7352,-0.9152,21.450928,12.399100000000002,Not Ideal
CDXC,36.1506,-39.0298,-70.1451,72.6,-24.341433333333338,Not Ideal
CDXS,-11.3744,57.8646,126.9588,-4.470588,57.81633333333334,Not Ideal
CDZI,-17.3679,-20.6631,26.8393,-11.842106,-3.730566666666666,Not Ideal
CE,-4.7859,0.2116,3.4847,11.242641,-0.36319999999999997,Not Ideal
CEI,-76.6326,6.4993,111.6372,,13.834633333333338,Not Ideal
CEIX,-449.6668,1269.0384,40.4543,6.259396,286.60863333333333,Not Ideal
CELC,212.4838,36.361,57.9863,-4.7109146,102.27703333333334,Not Ideal
CELH,-53.8128,-4856.9723,-221.1013,46.915585,-1710.6288000000002,Not Ideal
CENT,25.7466,0.2676,-17.4227,16.626017,2.8638333333333343,Not Ideal
CENTA,25.7466,0.2676,-17.4227,14.894515,2.8638333333333343,Not Ideal
CENX,35.5231,-91.5619,205.6738,18.648937,49.87833333333333,Not Ideal
CERS,-9.1602,-21.3245,-12.3659,-28.583334,-14.283533333333333,Not Ideal
CETX,-25.4256,66.7644,-29.3687,2.6363637,3.9900333333333307,Not Ideal
CEVA,-116.6456,-5954.2929,-48.7642,40.61,-2039.9008999999999,Not Ideal
CF,189.2744,264.8855,-54.4232,13.326633,133.24556666666666,Not Ideal
CFBK,-37.6756,-1.5661,-6.7551,8.338964,-15.332266666666667,Not Ideal
CFFI,29.6152,1.7163,-19.0507,,4.093600000000001,Not Ideal
CFFN,17.8835,11.0026,-220.3735,9.846938,-63.82913333333334,Not Ideal
CFG,119.3945,-10.608,-22.4313,8.555693,28.785066666666665,Not Ideal
CFR,33.7997,30.7103,3.2501,12.479191,22.586700000000004,Ideal 20% - 25%
CGNX,58.8554,-22.9941,-47.4613,35.243694,-3.866666666666667,Not Ideal
CHCI,553.6503,-46.0137,5.948,,171.19486666666668,Not Ideal
CHCO,-1.6909,15.8844,12.0446,13.981055,8.746033333333335,Not Ideal
CHCT,17.9011,-2.103,-64.9666,29.622223,-16.3895,Not Ideal
CHD,5.2933,-49.9819,82.5562,28.681818,12.622533333333335,Not Ideal
CHDN,-404.1514,76.395,-5.0296,16.764324,-110.92866666666669,Not Ideal
CHE,-15.9378,-7.0475,9.1678,22.354471,-4.605833333333333,Not Ideal
CHEF,-94.0617,-663.6807,24.6486,20.662577,-244.3646,Not Ideal
CHGG,-76.5633,-18387.9287,-93.1818,4.857759,-6185.8912666666665,Not Ideal
CHH,283.2982,14.9486,-22.1721,17.17971,92.0249,Not Ideal
CHK,,,-50.9927,12.697803,-50.9927,Not Ideal
CHMG,37.1872,8.9234,-13.1432,8.026316,10.989133333333333,Not Ideal
CHMI,-123.5131,76.9845,-260.0534,3.7824998,-102.194,Not Ideal
CHRS,-317.0987,1.621,-18.4614,51.625004,-111.31303333333335,Not Ideal
CHRW,66.7081,11.4042,-65.4311,18.021795,4.227066666666668,Not Ideal
CHTR,44.4444,8.6162,-9.8516,7.477694,14.403,Not Ideal
CHUY,-1016.0899,-30.8888,51.0909,14.202831,-331.96259999999995,Not Ideal
CI,-36.5098,24.8417,-22.9714,11.134873,-11.5465,Not Ideal
CIA,-761.6855,-64.2299,-6.0368,,-277.3174,Not Ideal
CIEN,38.4468,-69.4316,66.6603,14.968254,11.891833333333336,Not Ideal
CIM,654.1743,-176.564,-124.5785,6.75,117.67726666666668,Not Ideal
CINF,144.0789,-116.4084,-478.4394,16.315788,-150.25629999999998,Not Ideal
CIO,10600.1325,-96.4925,-115.7858,-9.540816,3462.6180666666664,Not Ideal
CIVB,25.9505,-2.7598,8.971,7.0731707,10.720566666666668,Not Ideal
CIX,60.496,25.9718,8.2507,20.881987,31.572833333333335,Not Ideal
CIZN,8.1229,28.3694,-80.7277,,-14.745133333333333,Not Ideal
CKX,141.4231,-260.825,-110.8491,,-76.75033333333333,Not Ideal
CL,-19.6289,-17.59,28.8515,25.560055,-2.7891333333333344,Not Ideal
CLAR,370.5681,-367.428,-85.46,22.553572,-27.43996666666666,Not Ideal
CLB,-120.2044,-1.389,,13.186991,-60.7967,Not Ideal
CLDT,-75.7836,-153.2591,-73.0342,-926.00006,-100.6923,Not Ideal
CLDX,17.9508,59.3014,25.9105,-11.919095,34.387566666666665,Not Ideal
CLF,-2549.1803,-55.3213,-70.1124,10.888199,-891.538,Not Ideal
CLFD,178.7193,142.8396,-34.093,297.4,95.82196666666665,Not Ideal
CLH,50.7353,102.5831,-8.2304,21.646534,48.36266666666666,Not Ideal
CLIR,14.6281,-27.0308,,27.84,-6.20135,Not Ideal
CLNE,844.3025,-36.9452,69.4056,47.899998,292.2543,Not Ideal
CLPR,54.6474,-37.2084,23.8455,10.575,13.7615,Not Ideal
CLRB,59.8124,18.5674,32.8036,-1.0883392,37.06113333333333,Not Ideal
CLRO,-1623.5644,-367.1692,,-1.3061429,-995.3668,Not Ideal
CLW,-136.4462,-263.7011,134.1304,9.635612,-88.67229999999999,Not Ideal
CLX,-24.3876,-34.9296,-67.7489,23.154688,-42.35536666666667,Not Ideal
CMA,135.0101,-1.4555,-23.4579,8.351308,36.6989,Not Ideal
CMC,47.714,194.8329,-29.3694,10.651575,71.05916666666667,Not Ideal
CMCO,,225.7193,63.2805,12.345132,144.4999,Not Ideal
CMCSA,34.4124,-62.0736,186.5549,8.45323,52.96456666666666,Not Ideal
CMCT,-94.3394,-796.2353,-919.2802,6.3611107,-603.2849666666667,Not Ideal
CME,25.2328,2.071,19.8885,20.877254,15.730766666666668,Not Ideal
CMG,83.5431,37.6911,36.6628,47.889187,52.63233333333333,Not Ideal
CMI,19.1168,0.9385,-65.8298,13.77574,-15.258166666666668,Not Ideal
CMP,-438.0349,-88.2325,-161.753,17.876713,-229.34013333333328,Not Ideal
CMRX,298.0424,-199.3829,-147.6834,-0.9782292,-16.341300000000007,Not Ideal
CMS,79.2053,-38.1375,5.9737,16.663889,15.680499999999997,Not Ideal
CMT,-42.7924,161.2503,66.5492,8.383929,61.66903333333334,Not Ideal
CMTL,-1146.7236,-55.0191,-18.6161,2.9850745,-406.7862666666667,Not Ideal
CNA,71.5942,-42.3986,76.6862,8.299242,35.293933333333335,Not Ideal
CNC,-25.4978,-10.7647,124.792,9.625,29.509833333333333,Not Ideal
CNDT,-76.2712,550.0,62.6374,-19.235294,178.7887333333333,Not Ideal
CNFR,-283.8655,876.3254,142.5241,-12.594286,244.99466666666663,Not Ideal
CNK,-31.4527,-35.8562,-169.3953,10.391566,-78.9014,Not Ideal
CNMD,557.1609,-228.8446,-179.9918,12.236364,49.441499999999984,Not Ideal
CNNE,-116.0676,49.1638,-26.7928,-35.945454,-31.232199999999995,Not Ideal
CNO,88.9662,10.5734,-56.1529,7.5404625,14.462233333333335,Not Ideal
CNOB,82.8515,-3.9447,-30.5149,8.521126,16.130633333333336,Not Ideal
CNP,-292.238,-28.8694,-13.245,16.623562,-111.4508,Not Ideal
CNS,176.0315,-19.0893,-24.5513,21.21854,44.1303,Not Ideal
CNSL,-389.5989,-230.8166,-278.83,-2.8084414,-299.7485,Not Ideal
CNTY,-142.9607,-61.3229,-453.5356,-13.590909,-219.27306666666667,Not Ideal
CNX,3.0733,-71.5073,-1311.1151,13.319445,-459.8497,Not Ideal
CNXN,25.3582,27.6271,-6.6667,16.407793,15.439533333333332,Not Ideal
CODA,47.9778,-13.0674,-27.366,15.204546,2.514800000000001,Not Ideal
COF,356.5217,-40.5973,-33.6005,8.964043,94.10796666666666,Not Ideal
COHN,-16.8743,-213.3892,-61.8119,,-97.35846666666667,Not Ideal
COHR,-543.9153,-21.1032,-210.521,18.973244,-258.5131666666667,Not Ideal
COHU,-1312.4121,-42.1204,-70.9273,17.895952,-475.1532666666667,Not Ideal
COKE,9.9059,126.9005,-5.064,21.186184,43.91413333333333,Not Ideal
COLB,-127.5892,-19.8782,3.5525,7.248077,-47.97163333333333,Not Ideal
COLD,-224.1035,-36.1681,1629.501,56.69231,456.40979999999996,Not Ideal
COLL,167.3333,-134.9595,-292.6046,10.3978195,-86.7436,Not Ideal
COLM,227.8383,-12.0494,-19.2782,18.279177,65.50356666666667,Not Ideal
COMM,-19.3233,178.1885,12.7438,2.6566665,57.203,Not Ideal
CONN,,-3549.3146,-154.796,19.210527,-1852.0553,Not Ideal
COO,1135.193,-86.8985,-23.7429,22.56962,341.5172,Not Ideal
COOP,376.7213,-36.5199,-45.8288,6.810225,98.12419999999999,Not Ideal
COP,-399.1114,131.2167,-41.3437,13.310559,-103.07946666666668,Not Ideal
COR,-145.1763,10.3179,2.7356,16.324915,-44.04093333333333,Not Ideal
CORR,-98.235,136.1432,,0.09428572,18.954100000000004,Not Ideal
CORT,6.1324,-9.8603,4.656,18.453127,0.3093666666666663,Not Ideal
COST,25.1124,16.7166,7.666,41.458096,16.498333333333335,Not Ideal
COTY,-80.004,-228.9121,95.8382,20.245615,-71.02596666666668,Not Ideal
CPB,-38.4521,-24.4511,13.3421,13.996903,-16.520366666666664,Not Ideal
CPE,-105.2715,663.279,-60.6451,5.1901307,165.78746666666663,Not Ideal
CPF,114.3482,-7.4674,-20.6404,8.557447,28.746800000000004,Not Ideal
CPHC,1010.9225,-36.321,40.6006,,338.4007,Not Ideal
CPIX,5.0362,58.8055,12.7298,12.0,25.523833333333332,Not Ideal
CPK,16.7389,7.5839,-2.8776,16.807148,7.1484,Not Ideal
CPRI,,-1425.8065,-25.0608,8.208333,-725.43365,Not Ideal
CPRT,33.8028,16.4053,13.5407,34.179012,21.2496,Ideal 20% - 25%
CPRX,-47.3454,110.4225,-14.0457,10.598592,16.3438,Not Ideal
CPS,20.6386,-33.2836,-6.221,-10.648275,-6.288666666666667,Not Ideal
CPSH,254.1465,-33.7226,-35.7091,,61.5716,Not Ideal
CPSI,29.3696,-13.9067,-388.5801,4.994565,-124.37240000000001,Not Ideal
CPSS,119.237,80.9254,-47.2652,10.240964,50.96573333333333,Not Ideal
CPT,145.2623,115.0701,-38.2954,56.982956,74.01233333333333,Not Ideal
CR,140.5525,-7.8778,-36.2004,24.979204,32.1581,Not Ideal
CRAI,70.0698,4.6546,-11.7793,22.377111,20.9817,Ideal 20% - 25%
CRBP,-58.982,-7.2162,5.3284,-7.017578,-20.289933333333334,Not Ideal
CRC,inf,-14.3791,7.6336,8.099547,inf,Not Ideal
CRI,209.6585,-26.4049,-7.0141,10.718944,58.7465,Not Ideal
CRIS,51.9192,24.7293,-16.3379,-2.8437502,20.10353333333333,Ideal 20% - 25%
CRK,361.1576,-571.9752,-81.4272,11.291208,-97.41493333333331,Not Ideal
CRL,7.323,24.3602,-2.3861,18.509253,9.7657,Not Ideal
CRM,,-64.5383,-85.5956,26.609922,-75.06695,Not Ideal
CRMD,28.0672,5.287,56.0154,-58.999996,29.789866666666665,Not Ideal
CRMT,,-9.3551,-78.4958,14.953125,-43.92545,Not Ideal
CRNX,45.8313,52.2821,30.8758,-12.395481,42.9964,Not Ideal
CROX,131.9541,-25.5666,46.7283,9.385841,51.0386,Not Ideal
CRS,-15406.6667,-78.615,-214.8676,18.029287,-5233.3831,Not Ideal
CRUS,,50.156,-45.8556,14.603251,2.150199999999998,Not Ideal
CRVL,,43.2609,-0.0678,,21.59655,Ideal 20% - 25%
CRVS,621.2844,-4.4726,-34.5656,-2.025974,194.08206666666663,Not Ideal
CRWS,,63.0982,-43.0329,6.7105265,10.03265,Not Ideal
CSCO,-5.5556,11.5287,6.7812,13.494286,4.251433333333334,Not Ideal
CSGP,28.826,26.2816,1.4073,72.125,18.8383,Not Ideal
CSGS,23.1984,-39.0856,50.3541,11.113164,11.488966666666668,Not Ideal
CSL,31.7401,119.1131,-16.9481,17.895844,44.63503333333333,Not Ideal
CSPI,-148.3402,170.2432,175.4897,,65.79756666666667,Not Ideal
CSTR,97.1048,-19.8451,-23.6128,16.08,17.882299999999997,Not Ideal
CSV,106.0845,24.7957,-19.2552,10.128406,37.208333333333336,Not Ideal
CSWI,,65.5528,45.2662,30.541191,55.4095,Not Ideal
CSX,36.745,10.1825,-10.8257,15.394496,12.033933333333332,Not Ideal
CTAS,26.8175,11.2325,9.0837,40.60237,15.711233333333332,Not Ideal
CTBI,47.7867,-6.9651,-4.6569,9.720554,12.054900000000002,Not Ideal
CTHR,-307.8967,-81.4694,-924.8313,-5.606667,-438.0658,Not Ideal
CTLT,164.7059,-14.7009,-151.3026,36.940792,-0.4325333333333295,Not Ideal
CTMX,78.7566,-14.2858,-99.4271,-3.9166667,-11.652099999999995,Not Ideal
CTO,-61.8642,-89.4522,75.1108,-33.980392,-25.401866666666663,Not Ideal
CTRE,-10.9872,-110.4276,-815.894,22.080357,-312.43626666666665,Not Ideal
CTRN,,159.5713,-5.3792,182.25002,77.09605,Not Ideal
CTS,-220.7,-242.2992,1.6064,17.984674,-153.7976,Not Ideal
CTSH,53.5201,7.1596,-7.1616,13.312626,17.839366666666667,Not Ideal
CTSO,213.3605,33.6091,-13.1205,-4.0165,77.9497,Not Ideal
CUBE,34.9358,30.3295,41.0262,22.594444,35.4305,Not Ideal
CUBI,137.3297,-27.527,9.6955,6.4124827,39.83273333333333,Not Ideal
CUE,-1.3928,20.0376,-4.2954,-1.43,4.783133333333333,Not Ideal
CULP,,-199.7825,881.6257,-23.050001,340.9216,Not Ideal
CURO,-21.6537,-412.61,,-0.13461539,-217.13185000000001,Not Ideal
CUTR,-108.6359,-4093.2105,,-0.69721216,-2100.9232,Not Ideal
CUZ,17.4091,-40.1287,-50.2599,42.563637,-24.3265,Not Ideal
CVBF,19.9606,10.7773,-5.9424,10.98,8.265166666666667,Not Ideal
CVCO,,157.9378,21.6769,16.680178,89.80735,Not Ideal
CVCY,39.5832,-6.1829,-4.1621,7.3940516,9.746066666666668,Not Ideal
CVGI,-164.0557,-192.5796,-324.8919,5.163793,-227.17573333333334,Not Ideal
CVGW,-13.2624,-47.123,33.5254,16.987097,-8.953333333333333,Not Ideal
CVI,-109.7656,1752.0,66.0907,12.987531,569.4417,Not Ideal
CVLT,,-208.6257,-206.3942,33.168224,-207.50995,Not Ideal
CVLY,73.6437,37.0626,24.2933,11.225,44.99986666666666,Not Ideal
CVM,20.1812,0.9339,-12.2787,-2.908163,2.945466666666667,Not Ideal
CVNA,-21.0526,1075.5556,-128.3554,-33.95661,308.7158666666666,Not Ideal
CVR,2107.0803,157.5394,-253.4921,,670.3758666666668,Not Ideal
CVS,11.4501,-46.1192,93.5514,7.392779,19.627433333333332,Not Ideal
CVU,-286.6165,34.5414,87.454,6.9505134,-54.873699999999985,Not Ideal
CVV,-178.1405,-104.7188,1766.0714,11.073171,494.4040333333333,Not Ideal
CVX,-381.8871,126.976,-39.7462,12.342809,-98.21909999999998,Not Ideal
CW,30.5062,11.9922,20.4387,23.347609,20.979033333333334,Ideal 20% - 25%
CWBC,39.5832,-6.1829,-4.1621,6.5373135,9.746066666666668,Not Ideal
CWBR,-4.8521,-21.3273,,-0.21938775,-13.0897,Not Ideal
CWEN,104.0,1041.1765,-86.4261,,352.9168,Not Ideal
CWH,127.6031,-50.82,-77.3314,9.652581,-0.1827666666666706,Not Ideal
CWST,-54.8877,29.146,-52.1487,73.95935,-25.963466666666665,Not Ideal
CWT,4.4345,-5.0571,-45.9322,20.521097,-15.518266666666667,Not Ideal
CXW,-193.78,-335.7022,-44.7433,17.38372,-191.4085,Not Ideal
CYAN,,134.1304,-259.7029,,-62.786249999999995,Not Ideal
CYCC,118.5554,14.8507,6.4015,-0.09372999,46.602533333333334,Not Ideal
CYH,-54.9902,-80.0,-389.1304,14.152174,-174.70686666666666,Not Ideal
CYRX,742.7737,-86.4504,166.7533,-16.575,274.35886666666664,Not Ideal
CYTK,69.1523,80.6455,35.2969,-18.613983,61.69823333333333,Not Ideal
CZNC,58.9533,-12.8821,-9.2794,9.806818,12.263933333333332,Not Ideal
CZR,-42.0034,-11.7763,-187.4305,15.693618,-80.40339999999999,Not Ideal
CZWI,67.1198,-16.4817,-26.4737,7.4113474,8.054799999999998,Not Ideal
D,-947.6309,-61.1356,50.9463,14.969117,-319.2734,Not Ideal
DAIO,-85.999,101.8018,-143.3929,9.632333,-42.53003333333333,Not Ideal
DAKT,,-94.5817,1048.9865,11.862499,477.2024,Not Ideal
DAL,-102.2608,370.7143,249.6965,6.9437585,172.71666666666667,Not Ideal
DAN,-735.4839,-222.8426,-115.7025,8.171053,-358.00966666666665,Not Ideal
DAR,119.2966,13.3314,-12.1954,10.1023245,40.14419999999999,Not Ideal
DARE,41.2228,-20.0236,-2.5409,-4.325,6.219433333333334,Not Ideal
DBD,-70.7172,637.8173,,6.8869934,283.55005,Not Ideal
DBI,,-131.6094,5.3049,8.600917,-63.152249999999995,Not Ideal
DBX,-231.0183,64.7409,-18.0043,10.990783,-61.427233333333334,Not Ideal
DCI,11.6342,15.9986,7.8125,20.096416,11.815100000000001,Not Ideal
DCO,364.578,-78.7591,-44.6733,14.819293,80.38186666666667,Not Ideal
DCOM,145.7489,46.6941,-37.0107,6.7992697,51.810766666666666,Not Ideal
DCPH,12.5615,-40.3492,8.9481,-16.0,-6.279866666666667,Not Ideal
DD,-319.1461,-9.2624,-92.7914,17.64748,-140.39996666666667,Not Ideal
DDD,-315.284,-138.1029,,inf,-226.69344999999998,Not Ideal
DDS,,-1303.6634,3.3814,14.069588,-650.141,Not Ideal
DE,116.7575,19.5875,42.5607,14.387696,59.63523333333333,Not Ideal
DEA,151.3001,4.7109,-40.2554,46.3192,38.58519999999999,Not Ideal
DECK,,18.1334,14.3541,27.40692,16.243750000000002,Not Ideal
DEI,29.4441,48.8424,-143.9611,-19.194443,-21.89153333333333,Not Ideal
DELL,,71.1692,-56.1028,14.736342,7.533200000000001,Not Ideal
DENN,-1626.0555,-4.3049,-73.3042,11.027027,-567.8882,Not Ideal
DFIN,-663.3205,-29.7464,-19.8049,16.319122,-237.62393333333333,Not Ideal
DFS,375.1972,-19.3287,-32.7846,9.759174,107.69463333333333,Not Ideal
DG,,-9.6351,0.6984,16.980024,-4.46835,Not Ideal
DGICA,-52.1839,-107.7587,-325.8596,11.933036,-161.93406666666667,Not Ideal
DGII,23.2434,86.9863,27.7924,13.590308,46.00736666666668,Not Ideal
DGLY,-1070.1319,-175.6901,33.2277,-0.24118944,-404.19810000000007,Not Ideal
DGX,39.413,-52.5815,-9.7252,14.656811,-7.631233333333334,Not Ideal
DHI,75.9195,40.2725,-18.9808,9.343487,32.403733333333335,Not Ideal
DHIL,91.9285,-45.507,4.4327,,16.9514,Not Ideal
DHR,76.4399,12.0628,-33.9159,30.33827,18.195599999999995,Not Ideal
DHX,-0.9095,-114.0408,-16.4033,10.326087,-43.784533333333336,Not Ideal
DIN,-194.1054,-17.1187,19.8062,6.565789,-63.80596666666667,Not Ideal
DIOD,133.2222,44.8149,-31.4236,18.760815,48.87116666666666,Not Ideal
DIS,-169.6578,57.6441,-25.151,21.55477,-45.72156666666667,Not Ideal
DIT,180.4693,7.2497,-30.445,,52.42466666666667,Not Ideal
DJCO,2693.8629,-166.9832,-128.3667,,799.5043333333333,Not Ideal
