Ticker,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow,2023_PE
COHU,-1312.4121,-42.1204,-70.9273,17.895952
COKE,9.9059,126.9005,-5.064,21.186184
COLB,-127.5892,-19.8782,3.5525,7.248077
COLD,-224.1035,-36.1681,1629.501,56.69231
COLL,167.3333,-134.9595,-292.6046,10.3978195
COLM,227.8383,-12.0494,-19.2782,18.279177
COMM,-19.3233,178.1885,12.7438,2.6566665
CONN,,-3549.3146,-154.796,19.210527
COO,1135.193,-86.8985,-23.7429,22.56962
COOP,376.7213,-36.5199,-45.8288,6.810225
COP,-399.1114,131.2167,-41.3437,13.310559
COR,-145.1763,10.3179,2.7356,16.324915
CORR,-98.235,136.1432,,0.09428572
CORT,6.1324,-9.8603,4.656,18.453127
COST,25.1124,16.7166,7.666,41.458096
COTY,-80.004,-228.9121,95.8382,20.245615
CPB,-38.4521,-24.4511,13.3421,13.996903
CPE,-105.2715,663.279,-60.6451,5.1901307
CPF,114.3482,-7.4674,-20.6404,8.557447
CPHC,1010.9225,-36.321,40.6006,
CPIX,5.0362,58.8055,12.7298,12.0
CPK,16.7389,7.5839,-2.8776,16.807148
CPRI,,-1425.8065,-25.0608,8.208333
CPRT,33.8028,16.4053,13.5407,34.179012
CPRX,-47.3454,110.4225,-14.0457,10.598592
CPS,20.6386,-33.2836,-6.221,-10.648275
CPSH,254.1465,-33.7226,-35.7091,
CPSI,29.3696,-13.9067,-388.5801,4.994565
CPSS,119.237,80.9254,-47.2652,10.240964
CPT,145.2623,115.0701,-38.2954,56.982956
CR,140.5525,-7.8778,-36.2004,24.979204
CRAI,70.0698,4.6546,-11.7793,22.377111
CRBP,-58.982,-7.2162,5.3284,-7.017578
CRC,inf,-14.3791,7.6336,8.099547
CRI,209.6585,-26.4049,-7.0141,10.718944
CRIS,51.9192,24.7293,-16.3379,-2.8437502
CRK,361.1576,-571.9752,-81.4272,11.291208
CRL,7.323,24.3602,-2.3861,18.509253
CRM,,-64.5383,-85.5956,26.609922
CRMD,28.0672,5.287,56.0154,-58.999996
CRMT,,-9.3551,-78.4958,14.953125
CRNX,45.8313,52.2821,30.8758,-12.395481
CROX,131.9541,-25.5666,46.7283,9.385841
CRS,-15406.6667,-78.615,-214.8676,18.029287
CRUS,,50.156,-45.8556,14.603251
CRVL,,43.2609,-0.0678,
CRVS,621.2844,-4.4726,-34.5656,-2.025974
CRWS,,63.0982,-43.0329,6.7105265
CSCO,-5.5556,11.5287,6.7812,13.494286
CSGP,28.826,26.2816,1.4073,72.125
CSGS,23.1984,-39.0856,50.3541,11.113164
CSL,31.7401,119.1131,-16.9481,17.895844
CSPI,-148.3402,170.2432,175.4897,
CSTR,97.1048,-19.8451,-23.6128,16.08
CSV,106.0845,24.7957,-19.2552,10.128406
CSWI,,65.5528,45.2662,30.541191
CSX,36.745,10.1825,-10.8257,15.394496
CTAS,26.8175,11.2325,9.0837,40.60237
CTBI,47.7867,-6.9651,-4.6569,9.720554
CTHR,-307.8967,-81.4694,-924.8313,-5.606667
CTLT,164.7059,-14.7009,-151.3026,36.940792
CTMX,78.7566,-14.2858,-99.4271,-3.9166667
CTO,-61.8642,-89.4522,75.1108,-33.980392
CTRE,-10.9872,-110.4276,-815.894,22.080357
CTRN,,159.5713,-5.3792,182.25002
CTS,-220.7,-242.2992,1.6064,17.984674
CTSH,53.5201,7.1596,-7.1616,13.312626
CTSO,213.3605,33.6091,-13.1205,-4.0165
CUBE,34.9358,30.3295,41.0262,22.594444
CUBI,137.3297,-27.527,9.6955,6.4124827
CUE,-1.3928,20.0376,-4.2954,-1.43
CULP,,-199.7825,881.6257,-23.050001
CURO,-21.6537,-412.61,,-0.13461539
CUTR,-108.6359,-4093.2105,,-0.69721216
CUZ,17.4091,-40.1287,-50.2599,42.563637
CVBF,19.9606,10.7773,-5.9424,10.98
CVCO,,157.9378,21.6769,16.680178
CVCY,39.5832,-6.1829,-4.1621,7.3940516
CVGI,-164.0557,-192.5796,-324.8919,5.163793
CVGW,-13.2624,-47.123,33.5254,16.987097
CVI,-109.7656,1752.0,66.0907,12.987531
CVLT,,-208.6257,-206.3942,33.168224
CVLY,73.6437,37.0626,24.2933,11.225
CVM,20.1812,0.9339,-12.2787,-2.908163
CVNA,-21.0526,1075.5556,-128.3554,-33.95661
CVR,2107.0803,157.5394,-253.4921,
CVS,11.4501,-46.1192,93.5514,7.392779
CVU,-286.6165,34.5414,87.454,6.9505134
CVV,-178.1405,-104.7188,1766.0714,11.073171
CVX,-381.8871,126.976,-39.7462,12.342809
CW,30.5062,11.9922,20.4387,23.347609
CWBC,39.5832,-6.1829,-4.1621,6.5373135
CWBR,-4.8521,-21.3273,,-0.21938775
CWEN,104.0,1041.1765,-86.4261,
CWH,127.6031,-50.82,-77.3314,9.652581
CWST,-54.8877,29.146,-52.1487,73.95935
CWT,4.4345,-5.0571,-45.9322,20.521097
CXW,-193.78,-335.7022,-44.7433,17.38372
CYAN,,134.1304,-259.7029,
CYCC,118.5554,14.8507,6.4015,-0.09372999
CYH,-54.9902,-80.0,-389.1304,14.152174
CYRX,742.7737,-86.4504,166.7533,-16.575
CYTK,69.1523,80.6455,35.2969,-18.613983
CZNC,58.9533,-12.8821,-9.2794,9.806818
CZR,-42.0034,-11.7763,-187.4305,15.693618
CZWI,67.1198,-16.4817,-26.4737,7.4113474
D,-947.6309,-61.1356,50.9463,14.969117
DAIO,-85.999,101.8018,-143.3929,9.632333
DAKT,,-94.5817,1048.9865,11.862499
DAL,-102.2608,370.7143,249.6965,6.9437585
DAN,-735.4839,-222.8426,-115.7025,8.171053
DAR,119.2966,13.3314,-12.1954,10.1023245
DARE,41.2228,-20.0236,-2.5409,-4.325
DBD,-70.7172,637.8173,,6.8869934
DBI,,-131.6094,5.3049,8.600917
DBX,-231.0183,64.7409,-18.0043,10.990783
DCI,11.6342,15.9986,7.8125,20.096416
DCO,364.578,-78.7591,-44.6733,14.819293
DCOM,145.7489,46.6941,-37.0107,6.7992697
DCPH,12.5615,-40.3492,8.9481,-16.0
DD,-319.1461,-9.2624,-92.7914,17.64748
DDD,-315.284,-138.1029,,inf
DDS,,-1303.6634,3.3814,14.069588
DE,116.7575,19.5875,42.5607,14.387696
DEA,151.3001,4.7109,-40.2554,46.3192
DECK,,18.1334,14.3541,27.40692
DEI,29.4441,48.8424,-143.9611,-19.194443
DELL,,71.1692,-56.1028,14.736342
DENN,-1626.0555,-4.3049,-73.3042,11.027027
DFIN,-663.3205,-29.7464,-19.8049,16.319122
DFS,375.1972,-19.3287,-32.7846,9.759174
DG,,-9.6351,0.6984,16.980024
DGICA,-52.1839,-107.7587,-325.8596,11.933036
DGII,23.2434,86.9863,27.7924,13.590308
DGLY,-1070.1319,-175.6901,33.2277,-0.24118944
DGX,39.413,-52.5815,-9.7252,14.656811
DHI,75.9195,40.2725,-18.9808,9.343487
DHIL,91.9285,-45.507,4.4327,
DHR,76.4399,12.0628,-33.9159,30.33827
DHX,-0.9095,-114.0408,-16.4033,10.326087
DIN,-194.1054,-17.1187,19.8062,6.565789
DIOD,133.2222,44.8149,-31.4236,18.760815
DIS,-169.6578,57.6441,-25.151,21.55477
DIT,180.4693,7.2497,-30.445,
DJCO,2693.8629,-166.9832,-128.3667,
DK,-79.0154,-300.3897,-92.2987,20.15
DKS,,186.6324,-31.3667,14.146341
DLA,-291.8881,-2.7395,-268.2523,-3.30137
DLB,34.0867,-40.6605,9.0006,20.185896
DLHC,42.6061,129.5515,-93.7264,11.252631
DLR,379.5928,-77.9036,151.2254,112.11905
DLTH,,118.767,-92.2429,-36.000004
DLTR,,-1.0433,21.6507,14.439412
DLX,1094.3745,4.4098,-60.0581,5.8994083
DMRC,6.8291,72.036,-23.1429,-20.411215
DNLI,-508.4866,12.1859,-55.4515,-5.945946
DNOW,-101.171,2460.0,92.9688,13.361203
DOC,22.2401,-1.007,-38.8531,33.41228
DOCU,,-71.2349,39.2677,16.075499
DOMO,,20.6501,3.3689,-50.2
DOOR,36.8846,126.6992,-44.8138,13.356496
DORM,23.0766,-7.5898,6.3431,14.343731
DOV,64.4329,-5.2003,-0.8023,18.319096
DOW,415.1837,-27.3966,-87.1454,13.441859
DPZ,3.9021,-11.4021,14.7823,30.14166
DRH,-50.6602,-156.1855,-21.0266,19.641304
DRI,-1300.9542,51.4063,3.0542,16.096153
DRQ,317.619,-98.7361,-137.1921,20.554457
DRRX,6131.0997,-2.57,-21.8181,-0.74650407
DSKE,1265.8537,-10.3571,-135.259,55.266663
DSS,-1844.0232,80.6818,34.7025,-2.15025
DTE,-33.6988,19.4046,28.9935,15.338772
DUK,183.8054,-34.7492,11.4118,15.508689
DVA,26.4732,-42.7257,23.4002,13.775794
DVAX,-201.9577,282.1464,-102.1794,22.68
DVN,-204.9627,113.8287,-37.7057,9.073172
DWSN,120.4532,-29.6999,,-3.26
DX,-42.3979,39.9957,-104.2819,117.799995
DXC,,-581.8792,-179.1086,5.72063
DXCM,-56.0575,57.3075,58.7046,56.30531
DXLG,,-187.8754,57.1474,11.099999
DXPE,-156.36,191.9193,42.8969,12.454774
DXYN,-117.55,-2270.7302,-92.2518,2.12
DY,,41.4626,192.776,16.191742
DZSI,50.2599,7.9232,,1.5895523
EA,,-5.7348,1.6477,16.770805
EAF,-10.6001,-1.3823,-100.0,167.5
EARN,-131.3693,378.6495,-115.097,6.0636363
EAT,439.3443,-10.6383,-12.7551,13.07561
EB,-38.1091,-60.1783,-52.1902,-266.25
EBAY,140.1271,-109.3254,-318.0457,11.131411
EBF,,20.2872,63.2047,14.141845
EBMT,-32.0051,-25.7854,-6.0275,7.680723
EBS,-28.2211,-196.4009,259.4045,0.5095368
EBTC,34.0635,1.2924,-10.9046,
ECL,-193.7599,-3.3808,25.703,31.470507
ECPG,65.5819,-44.5342,-206.1306,4.69898
ED,22.2525,23.3284,51.747,16.68393
EDIT,65.9843,14.5089,-30.4915,-1.9324818
EDUC,,-34.1984,-130.1548,5.1904764
EE,6.1028,-36.1034,15.7538,16.04717
EEFT,-2180.0235,226.7327,21.0823,10.818607
EEX,-87.4211,-264.1154,-106.2691,-69.37501
EFC,433.6812,-152.4842,-220.0394,6.67936
EFOI,31.8509,30.3449,-58.2352,-6.8636365
EFSC,78.8758,52.6008,-4.4247,8.563063
EFX,43.0879,-6.4499,-21.6748,23.631798
EGAN,-3.4545,-135.0769,-186.399,19.515625
EGBN,33.6371,-20.2393,-28.6639,7.405512
EGHT,,5.9172,-58.2953,5.111111
EGLE,-627.3308,34.1329,-90.8358,8.493894
EGP,45.3974,18.168,7.6855,32.00408
EGRX,-171.9576,-513.1448,,1.1508621
EGY,-269.8512,-36.5927,16.3114,6.9
EHC,45.0387,-34.2552,29.8893,18.31718
EHTH,-329.648,-14.9969,-68.1995,87.799995
EIG,-0.4174,-59.43,144.0083,11.678474
EIGR,-47.8609,185.3318,-22.5397,-0.4791667
EIX,6.1998,-10.9189,70.7524,12.680358
EKSO,-38.3002,54.4449,0.7825,-5.541667
EL,319.5906,-16.7247,-57.9079,34.247673
ELAN,-15.8537,-83.8509,1478.2051,12.702831
ELF,,249.3261,182.6367,48.045616
ELMD,-43.2348,-2.4132,37.3536,26.766665
ELOX,92.9809,-45.9514,,-1.4225353
ELS,14.9787,8.4384,10.3925,32.446236
ELSE,-430.6452,-75.6098,175.0,
EME,188.4936,5.89,55.863,21.10246
EMKR,-466.3286,-194.8914,209.6988,-13.65
EML,72.9559,31.583,-30.2141,
EMN,79.2887,-7.4679,12.7364,10.6552105
EMR,17.201,40.2953,309.1303,18.709898
ENG,809.6,225.664,-18.1538,7.2083335
ENPH,8.5481,173.1968,10.4625,21.619143
ENR,-272.4544,-243.8782,-160.6911,8.199141
ENS,,0.3745,22.1658,10.965394
ENSG,14.1801,15.427,-6.8016,19.997458
ENSV,220.9247,-30.7625,52.7713,-3.5966668
ENTA,118.4141,54.1281,9.906,-2.9036403
ENTG,38.7014,-48.935,-13.5224,30.591112
ENV,-527.5241,-708.747,194.9431,19.695238
ENVA,-32.1691,-19.0683,-15.5734,6.490062
ENZ,-127.6122,-331.8857,-211.1002,-2.6794872
EOG,-870.9091,66.3593,-2.1266,11.020065
EOLS,-71.2845,58.966,-17.1034,73.0
EPAM,47.2222,-12.9214,-0.5562,19.890192
EPC,74.2604,-15.5348,15.2764,12.29836
EPM,-376.8705,-298.4913,7.9349,10.8018875
EPR,-174.8558,78.7204,-1.8062,15.182156
EPRT,126.4448,40.1201,42.1807,21.557377
EQBK,-170.0013,9.9238,-86.4426,7.7302327
EQC,-103.6331,-327.2688,144.6502,-187.4
EQH,-370.8333,22.6781,-39.5262,5.1553397
EQIX,35.2683,40.8152,37.5999,53.040894
EQR,45.8841,-41.7105,7.5333,39.597565
EQT,19.1853,-254.9744,-2.0177,10.83201
ERIE,1.5533,0.238,49.3996,35.731457
ERII,-45.9241,68.5402,-10.5826,22.738462
ES,1.2745,15.104,-131.479,12.476091
ESCA,-5.8957,-26.2897,-45.3611,6.673469
ESE,-36.1278,29.646,12.421,21.761007
ESGR,-69.4144,-261.71,-228.5057,7.3197503
ESNT,65.0642,21.9381,-16.2346,7.630682
ESP,-115.6009,-796.8746,190.6531,2380.0
ESPR,87.4651,-13.1728,-10.4473,39.899998
ESRT,-47.9824,-724.3164,31.0066,77.083336
ESS,-14.1185,-16.4238,-0.6098,43.929077
ESSA,13.929,22.1992,-7.4439,7.9705887
ESTC,,57.4918,15.8515,75.14388
ETN,52.0567,14.8321,30.7067,28.363518
ETR,-20.4694,-1.9291,115.3157,13.82513
ETRN,-433.6595,-80.9224,-265.3025,14.427084
ETSY,41.3064,-240.6845,-144.2998,22.679869
EVBG,1.499,-35.4677,-22.6714,18.529413
EVBN,113.7916,-6.8793,9.5359,10.978724
EVC,-849.156,-38.1435,-185.1979,-11.184211
EVER,73.4869,25.6355,110.0549,-105.02631
EVFM,44.1876,-62.6213,-169.0748,-0.02690909
EVH,-88.7505,-49.0333,489.856,16.654762
EVI,981.8065,-51.157,137.3382,
EVOK,-35.0957,-3.6756,-5.2508,15.400001
EVOL,2613.0638,,,
EVR,111.1155,-35.6155,-46.3865,12.231383
EVRG,42.2772,-14.4367,-2.8431,12.966873
EVRI,-287.2245,-21.2104,-30.2866,8.117647
EVTC,54.2859,48.333,-66.6448,11.92163
EW,82.548,1.2507,-7.852,27.544874
EWBC,53.7488,29.2219,2.9322,9.092262
EXAS,-27.6807,4.681,-67.2579,989.4667
EXC,-13.0922,27.1981,7.2811,14.210305
EXEL,106.7104,-21.1116,13.98,16.020407
EXLS,28.2556,24.5822,29.0904,16.043478
EXP,,10.2529,23.325,16.008696
EXPD,103.3344,-4.1041,-44.5349,22.227722
EXPE,-100.4594,2833.3333,126.4205,8.864846
EXPI,160.8975,-80.9874,-158.1078,55.722218
EXPO,22.5918,1.1146,-1.9457,45.514706
EXPR,,-96.4395,-2135.4253,-0.12575758
EXR,71.7902,3.9919,-6.6795,28.22314
EXTR,-101.5263,2186.7252,76.3547,13.783133
EYE,253.5132,-67.1548,-256.4527,22.468353
EYPT,28.6888,75.0415,-30.7655,-6.2253523
EZPW,-112.5791,482.4431,-23.3194,9.289916
F,-1502.4238,-111.0442,-319.4346,6.411917
FAF,78.319,-78.8091,-17.5665,10.280535
FANG,-148.3064,101.0082,-28.3402,10.007854
FARM,12.3062,-62.3995,405.5871,-12.46
FARO,-6453.5771,-33.0497,111.4554,18.115385
FAST,7.6708,17.5027,6.2655,29.636364
FATE,22.3569,32.7927,-42.8768,-2.2541437
FBIO,39.0685,33.8037,-29.9602,-0.36737183
FBIZ,110.5961,14.2721,-9.3764,6.3723607
FBK,199.0915,-34.5429,-3.4772,11.7955265
FBMS,22.2112,-1.9449,19.9272,9.033834
FBNC,17.3877,53.628,-29.1317,10.878092
FBP,174.7793,8.5569,-0.7238,9.432433
FC,-244.3879,35.2859,-3.5214,18.369158
FCAP,12.7628,4.1842,7.4609,
FCBC,42.4261,-8.8063,2.9103,14.60965
FCCO,53.134,-5.5092,-18.9557,9.092391
FCEL,13.4086,41.232,-24.6311,-3.6148
FCF,88.2405,-7.2879,22.5322,9.206897
FCFS,17.1985,102.9437,-13.489,14.136646
FCN,11.5264,0.2332,16.72,22.689075
FCNCA,11.1789,100.7313,944.2623,8.811163
FCPT,10.667,14.245,-2.4874,21.142857
FCX,618.8648,-19.4612,-46.7128,24.82683
FDBC,84.1811,25.0458,-39.3425,
FDP,62.6016,23.25,-111.5619,9.858238
FDS,7.1465,-0.6689,17.9524,23.979713
FDX,306.7652,-26.8591,3.816,12.387687
FE,18.9064,-68.3554,171.4286,13.38112
FEIM,,-1373.9706,-36.5001,
FELE,53.1555,21.7548,3.1708,20.963984
FET,-14.6952,-104.4912,-608.5129,9.0
FF,-43.6152,-42.0644,145.7564,6.825
FFBC,31.6732,6.0694,17.5776,9.279166
FFIC,135.8914,-5.9272,-62.7474,9.745614
FFIN,12.6355,3.0379,-15.1394,19.264517
FFIV,7.7413,-2.7415,22.5937,11.925017
FFNW,43.1627,8.0905,-52.3792,37.072727
FFWM,29.8,0.9141,-280.1289,7.0548778
FGBI,34.3489,5.8138,-68.0827,11.466666
FGEN,53.2154,1.252,-3.2085,-2.3977273
FHB,43.0575,-0.0188,-11.5558,12.011173
FHN,18.2249,-9.9099,-0.3333,9.029941
FI,39.2484,89.6552,21.2648,15.181999
FIBK,19.1687,5.2577,27.3492,10.42085
FICO,65.8485,-4.7293,14.9472,39.042828
FIS,163.9241,-4109.5923,-60.2033,13.01695
FISI,102.6949,-27.1877,-11.152,5.5987053
FITB,94.1135,-11.6968,-3.9657,10.34972
FIVE,,126.0115,-6.1985,20.447845
FIVN,25.8011,78.5849,-13.6144,22.326996
FIX,-4.5231,71.5734,31.4909,22.56874
FIXX,-25.5878,-94.7736,2156.963,-1.3352858
FIZZ,,-8.9775,-10.3134,21.899498
FL,,176.4706,-61.7021,9.557077
FLIC,4.5773,8.9187,-44.0915,8.362832
FLL,7863.2653,-226.4651,68.2248,17.048386
FLNT,-555.7771,1126.0861,-48.7416,21.928572
FLO,35.3661,10.7703,-45.9636,18.98855
FLR,1.1387,-132.9545,-4.1379,12.7665615
FLS,-3.4282,49.8138,-1.0313,16.488134
FLT,19.2102,13.6784,2.8882,13.448338
FLWS,101.1119,-75.0447,-250.9693,23.615385
FLXS,-185.859,-91.9603,697.5175,11.6229515
FMAO,16.9196,38.3911,-29.9185,11.991477
FMBH,13.7398,41.6819,-5.5064,9.361446
FMC,33.8885,-0.4191,79.4297,11.873016
FMNB,23.8036,16.8833,-17.5999,9.240311
FN,30.7211,35.0807,23.7214,19.12891
FNB,41.6084,8.3951,10.4784,8.775974
FNCB,39.252,-4.333,-36.4979,
FND,45.2603,5.2837,-17.5104,41.26217
FNF,96.0056,-53.7361,-60.0464,8.703125
FNKO,1008.306,-118.303,1817.598,15.7105255
FNLC,33.6909,7.5023,-24.2934,
FNWB,49.1103,1.4723,-85.3883,9.945454
FOLD,-9.5329,-5.5466,-35.9237,26.038462
FONR,23.8754,21.879,-24.6375,
FOR,81.25,62.2505,-6.6555,7.6180096
FORD,-129.5055,-363.1229,171.1159,7.857143
FORM,6.8782,-39.5429,62.3773,28.313663
FORR,148.6887,-12.2283,-86.013,11.111764
FOSL,-126.4676,-273.6141,255.7488,-0.66684216
FOX,115.2152,-43.9535,2.8216,12.25532
FOXA,115.2152,-43.9535,2.8216,8.259259
FOXF,80.667,25.3086,-41.1306,10.090956
FPI,40.3427,16.8452,164.8021,-269.0
FR,38.2715,32.5232,-23.4781,27.948486
FRBA,82.173,2.4217,-42.4119,6.7009773
FRBK,398.1401,,,0.01
FRD,,23.1216,51.7418,
FRME,38.3116,8.0562,0.7641,9.728324
FRPH,121.9033,-83.8207,16.1446,73.190475
FRPT,831.5872,100.3232,-43.5002,172.42741
FRT,98.5468,47.4164,-38.5239,32.600628
FSBW,-4.7168,-20.75,21.5994,6.986499
FSFG,-11.354,-47.9623,-46.8868,6.549547
FSLR,17.6571,-109.4232,-1981.0329,8.428705
FSLY,132.1405,-14.3347,-30.2379,75.29412
FSP,184.2772,-98.8201,-4497.6234,-6.1093755
FSS,4.5738,19.6819,30.7309,24.847305
FSTR,-52.1762,-1356.5913,-103.2131,14.42515
FTDR,14.2857,-44.5312,140.8451,11.869231
FTEK,-101.2623,-2770.3704,6.6574,inf
FTI,-100.4046,-906.015,-152.4254,14.858808
FTK,-77.6284,38.5868,-158.4163,6.481481
FTNT,24.217,41.2821,33.8855,33.005154
FTV,-62.2885,24.1289,14.6451,18.467627
FUL,30.4513,11.7229,-19.6364,15.235294
FULT,54.7388,4.1685,-0.9412,10.677216
FUNC,42.8365,26.697,-39.8754,7.222222
FUSB,64.4256,54.2125,23.616,
FWONA,-68.1208,-393.6842,-66.8459,45.376812
FWONK,-68.1208,-393.6842,-66.8459,50.920288
FWRD,346.0414,82.4984,-13.3754,14.410596
G,19.8433,-4.3427,78.6214,9.475684
GABC,35.2467,-2.7479,4.9655,12.15209
GAIA,618.8825,-204.2884,49.1133,403.00003
GALT,30.0959,27.022,5.9057,-2.1949685
GATX,-5.4197,8.9448,66.2604,15.497494
GBCI,6.8908,6.4775,-26.4757,15.982683
GBLI,-239.741,-102.8957,-3091.6471,9.284023
GBX,-33.8776,44.7531,33.2623,11.0526905
GCBC,27.8475,16.8908,10.0014,
GCI,-79.8708,-42.2045,-64.3714,10.145833
GCO,,-303.5301,-37.3835,11.907407
GD,2.8418,4.0835,-2.2124,17.579046
GDDY,-148.9396,45.357,290.3464,19.719145
GDEN,-218.4209,-49.0988,210.587,19.88889
GDOT,105.2657,35.2401,-89.5316,4.8950276
GE,-211.0975,-105.3495,2696.7552,36.108536
GEF,259.0993,-3.5833,-4.6456,11.8119
GEN,,50.9025,61.3636,9.304054
GENC,4.9539,-106.4083,-4042.4731,5.451456
GEO,-31.5079,121.929,-37.5338,10.937956
GEOS,-26.9515,62.6067,-153.4039,30.95
GERN,53.5528,22.2105,29.7574,-26.540667
GES,,-310.9628,-12.6941,8.434375
GEVO,47.3225,65.544,-32.4385,-1.7076924
GFF,48.2547,-341.8326,-140.5188,12.202556
GGG,33.1088,4.7239,9.9569,24.790274
GH,59.8492,61.3597,-26.7556,-6.219931
GHC,17.2157,-80.9475,206.0391,16.123148
GHM,,-469.5451,-104.1833,72.20513
GIFI,-19.1716,-84.8791,627.9833,361.5
GIII,,751.9558,-166.3338,8.0084505
GILD,4960.9756,-26.2329,23.3667,9.677828
GIS,7.2712,15.7065,-4.1887,14.957356
GKOS,-58.792,100.0181,35.7538,-76.33662
GLBZ,50.8393,-30.6439,-18.1089,
GLDD,-25.2197,-168.8926,-140.8339,9.971015
GLPI,5.6032,28.2009,7.2489,14.520134
GLRE,354.6818,44.1688,242.6328,7.54025
GLT,-67.4289,-2899.5964,-59.2947,4.279412
GLW,272.2656,-30.9549,-55.8511,15.518349
GLYC,24.302,-26.3902,-20.9673,-3.6666667
GM,55.8892,-0.8484,1.9428,4.6733956
GME,,77.1017,-17.8862,183.66833
GMED,45.8581,27.4668,-35.3875,15.31155
GMRE,-1015.4286,8.6256,7.6794,272.87
GMS,,159.0394,21.7776,10.635844
GNE,122.0753,200.558,-77.7484,34.065216
GNK,-180.6865,-12.8737,-108.116,9.587053
GNL,5.4556,5.7804,-1862.5385,-11.106984
GNRC,52.6904,-34.3322,-42.0188,17.420252
GNTX,3.8075,-11.6519,34.3979,14.24074
GNTY,45.2668,1.6103,-25.7374,12.3375
GNW,377.5281,7.7647,-91.7031,6.6944447
GOGO,-161.0852,-39.7263,58.2442,15.91228
GOLF,86.3144,11.4075,-0.426,17.086351
GOOD,-26.7974,-1.1888,-53.864,223.0
GOOG,88.8127,-21.1237,23.0491,21.323195
GOOGL,88.8127,-21.1237,23.0491,19.697042
GORO,84.1707,-178.7369,153.3935,-5.001
GOSS,-3.8445,-1.9769,-21.6067,-0.9671429
GPC,-3188.4132,31.5881,11.315,14.763501
GPI,92.7051,36.1166,-19.9468,7.4780526
GPK,22.1557,155.8824,38.5057,9.135416
GPMT,-269.0274,-159.7267,54.8022,16.185184
GPN,65.1714,-88.4518,784.5694,9.455168
GPOR,,,197.3343,5.581467
GPRE,-39.3316,92.7779,-26.5953,10.110578
GPRO,-655.7867,-92.2281,-284.3623,11.799999
GPS,,-138.4962,-178.9062,13.420886
GRBK,67.3014,53.462,-2.4919,7.4871798
GRC,18.5128,-62.4971,212.2019,17.531914
GRMN,9.0571,-10.0365,32.4626,24.166666
GROW,-782.3442,-89.2369,-8.4593,
GRPN,-141.214,-300.2301,-76.6802,8.679105
GRTS,-28.7065,59.4084,15.7101,-0.83343756
GS,128.724,-47.9501,-24.3762,11.211669
GSAT,2.7235,128.1154,-90.3789,-129.93
GSBC,25.819,1.7701,-10.7284,10.530488
GSHD,-41.8219,-89.5428,2402.6549,26.823812
GSIT,,-23.8875,-2.3888,-7.381818
GT,-160.925,-73.5602,-441.0891,6.388298
GTES,274.1814,-25.6816,5.4801,10.709581
GTHX,49.467,-0.5345,-67.493,-9.907895
GTIM,-220.6309,-115.7324,-519.7652,137.0
GTLS,-80.8179,-59.3909,97.0833,10.293043
GTN,-78.0488,405.5556,-116.7033,-10.896227
GTX,518.75,-21.2121,-33.0769,6.930657
GTY,-9.408,43.2437,-33.1975,22.983053
GV,,-99.6599,-35739.6759,
GVA,-106.9571,725.099,-47.6615,11.083832
GVP,-200.6643,-244.6498,-43.1402,-1.3085715
GWRE,144.529,171.2963,-38.0068,65.46511
GWRS,226.6063,52.563,44.9691,37.02941
GWW,50.0719,48.3221,18.2288,21.714735
H,-68.4211,-304.955,-51.6484,34.15158
HA,-71.6651,65.8327,8.5025,-8.12987
HAE,,-45.419,166.0542,20.751137
HAFC,133.8539,2.7534,-21.0594,6.928251
HAIN,-196.2155,0.6579,-249.6501,13.151957
HAL,-149.4737,7.8929,67.8117,9.723351
HALL,-109.5431,-1300.6886,,
HALO,211.9727,-49.8078,39.314,8.512061
HAS,92.6742,-52.5309,-831.8428,15.02148
HASI,53.5855,-67.2126,258.6237,9.421052
HAYN,34.0383,-619.256,-6.9022,12.70273
HBAN,58.5067,72.8185,-12.8239,9.503497
HBB,-53.9409,18.591,-0.0989,13.28125
HBCP,96.3295,-29.9233,18.1028,8.142201
HBI,-202.1765,-264.7208,-86.0649,7.125
HBIO,-96.3124,3204.1667,-64.1131,12.824139
HBNC,27.142,7.2533,-70.0443,7.642384
HCA,85.2957,-18.8758,-7.1061,13.282111
HCC,-521.9149,325.0356,-25.3656,12.454383
HCI,-93.2705,-3252.5323,-235.0755,10.557836
HCKT,659.0901,-1.7884,-16.3007,12.071428
HCSG,-50.8087,-29.4584,12.0988,12.522989
HD,,27.7242,4.0893,20.314209
HDSN,-719.4124,221.7738,-49.6662,8.087999
HE,24.2056,-2.027,-17.2408,4.4819
HEAR,-54.2637,-436.0194,-70.3103,10.984252
HEES,-321.0104,28.896,28.0873,8.385263
HEI,-3.1097,15.5989,14.7639,49.499355
HELE,,-11.8852,-35.9714,9.022351
HES,-118.0731,274.9553,-34.0649,15.044362
HFBL,39.3506,-9.1705,17.0532,
HFWA,110.5111,-16.4839,-24.574,9.47027
HGV,-187.5622,100.0,-11.0795,8.746887
HHS,-983.7662,145.6483,,7.09901
HI,-515.807,-16.4066,172.7142,11.850243
HIBB,,134.7144,-26.5362,9.461538
HIFS,32.8672,-44.3817,-29.7129,
HIG,36.4997,-23.2813,37.6581,8.450698
HII,-21.8391,6.4338,17.6166,14.681289
HIW,-9.8229,-49.2277,-6.5027,64.57317
HL,-471.1008,-206.4197,125.4927,30.0625
HLF,20.0215,-28.153,-55.7423,3.4370077
HLI,,39.9589,-41.9252,22.593473
