Ticker,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow,2023_PE
HLIT,-145.2803,112.6301,198.0413,11.892473
HLNE,,48.9319,-25.2531,25.295303
HLT,-157.3427,206.0976,-9.0837,24.281061
HLX,-377.5232,42.6501,-87.6538,13.22561
HMN,27.832,-88.3803,127.2727,9.596859
HMNF,31.6638,-40.6886,-25.3574,
HMST,44.2955,-42.3507,-141.3405,13.086021
HNI,42.7208,107.1906,-60.2906,12.7099695
HNRG,-39.6463,-582.2856,147.4068,19.461538
HOFT,,-212.3921,-136.7981,9.190535
HOG,49978.8906,14.0586,-4.6967,7.2949786
HOLX,67.8174,-30.4301,-64.977,17.259682
HOMB,48.7638,-4.3129,28.7186,11.817734
HON,15.9657,-10.3934,13.9348,17.89522
HONE,30.6416,-22.0927,-64.7349,12.313253
HOPE,83.448,6.6994,-38.7599,7.629771
HOV,1093.483,-62.9017,-8.6917,207.05556
HP,-34.0441,-102.1318,6143.3482,10.235897
HPE,-1164.2857,-74.6717,133.2949,8.479167
HPP,396.4637,-445.9735,397.2377,-4.831967
HPQ,132.3623,-52.1174,4.1826,7.8071623
HQY,,-601.3471,-40.9718,21.93113
HR,-7.6681,-38.6474,-780.3946,-34.76829
HRB,,-5.1589,0.0047,10.206897
HRI,203.9349,47.3214,5.1515,9.335335
HRL,0.0834,10.0291,-20.6418,21.053572
HROW,436.4015,-21.7749,73.2997,17.932203
HRTG,-901.276,106.5692,-129.3509,5.7629943
HRTX,-2.9017,-17.5179,-39.2613,-8.464285
HSIC,56.2678,-14.7385,-22.6766,12.517761
HSII,-292.4629,9.5271,-31.5477,9.042683
HSON,-359.6138,120.9173,-69.1682,8.545918
HST,-98.4973,-5854.5455,16.9036,15.487804
HSTM,-58.5196,106.8606,25.8209,42.991665
HSY,15.5473,11.3234,13.1911,19.94186
HTBI,-31.1987,127.4514,25.1059,9.073944
HTBK,35.1313,39.5283,-3.1733,9.638555
HTH,-16.3768,-69.7903,-3.0831,17.975758
HTLD,11.9637,68.5028,-88.9395,18.18868
HTLF,59.4361,-3.5208,-62.3339,8.838174
HUBB,13.7528,36.6458,39.183,22.393667
HUBG,133.1108,108.1645,-53.0666,14.272243
HUBS,-8.4604,44.8527,56.3606,75.46611
HUM,-12.8898,-4.33,-11.2972,15.251622
HUN,1.0638,-55.9809,-78.0435,15.046296
HURC,-208.276,21.6144,-46.6448,
HURN,-364.2072,19.9486,-17.3033,13.893175
HUSA,-74.6963,-27.1408,331.4615,
HVT,53.5183,-1.5914,-36.9737,8.856733
HWBK,57.5387,-7.843,-95.393,
HWC,-1125.4018,13.1416,-25.0887,9.174603
HWKN,,25.7735,16.4895,20.972677
HXL,-49.2114,684.472,-16.3104,22.630136
HY,-566.3073,-57.1676,-269.9055,6.6634936
HZO,107.652,27.7521,-44.804,7.1267605
IAC,121.5385,-295.8289,-122.7268,-72.2985
IART,26.2771,6.7869,-62.4808,7.958449
IBCP,12.0085,0.725,-6.7623,8.518771
IBIO,41.1704,117.1371,29.0111,-0.71837497
IBKR,57.9487,23.3766,57.8947,17.45795
IBM,2.7191,-71.4385,357.439,17.092274
IBOC,51.7592,18.2379,37.1499,
IBP,22.1732,88.0471,9.0868,18.632843
IBTX,11.6998,-12.6625,-77.9913,9.776081
ICAD,-36.1442,21.4406,-64.5064,-8.108333
ICCC,-92.3402,3085.2616,,-46.363636
ICD,-30.9671,-2.0851,-42.2896,-2.0666668
ICE,94.2556,-64.3667,63.7621,19.474588
ICFI,29.4274,-9.6848,28.593,18.854902
ICHR,113.0443,2.6869,-159.0421,18.66355
ICUI,18.7234,-172.0279,-60.08,14.246312
IDA,3.4256,5.4702,0.8545,16.34662
IDCC,23.4236,69.4421,128.4792,21.990131
IDN,201.0467,-44.3835,-52.3924,36.333332
IDT,350.1867,-71.9845,49.815,23.953333
IDXG,-43.5069,46.9451,-103.6524,-9.266666
IDXX,28.0295,-8.8281,24.4376,39.8487
IESC,60.2394,-47.8502,211.5126,
IEX,18.9518,30.5964,1.5676,24.707142
IFF,-26.5753,-797.0149,37.3126,20.51079
III,463.6661,27.0269,-68.8026,7.666667
IIIN,250.413,87.676,-74.0703,9.622754
IIIV,963.7232,283.711,-95.2579,12.483695
IIPR,73.4216,35.4382,7.2558,16.981068
ILMN,16.1585,-677.9528,-73.6376,51.053276
ILPT,45.8274,-289.4378,-52.3696,-2.4652777
IMKTA,39.8261,9.2209,-22.7113,15.375532
IMMR,131.1424,145.6264,10.8009,11.1875
IMXI,38.6544,22.3897,3.8095,7.9425287
INBK,63.3586,-26.1317,-76.3175,7.9040403
INCY,-420.7949,-64.0874,75.4239,9.873346
INDB,-0.1444,118.0417,-9.2152,10.128487
INFN,-17.388,-55.4726,,21.413044
INFU,-91.8071,-98.7324,4744.4444,18.875
INGN,8.6464,1222.7854,22.295,-3.4387753
INGR,-66.3793,320.5128,30.6911,11.176241
INN,-54.2532,-102.2357,-747.2715,-33.888885
INO,82.475,-7.8511,-51.7124,-3.3849556
INOD,-371.1507,613.3891,-92.3921,-117.200005
INPX,136.5972,-8.3306,,-0.06756411
INSE,-28.5211,-150.7389,-63.1068,8.113209
INSG,-56.728,41.2343,-32.0499,-4.368842
INSM,47.7963,10.7856,55.6623,-6.4424086
INSP,-26.5039,6.7528,-52.8687,392.1129
INSW,2313.5238,-390.5725,43.4542,5.542914
INTC,-4.9333,-59.6638,-78.9244,16.724756
INTG,-375.2975,-183.8025,-22.9737,
INTT,-913.743,16.1747,10.4125,9.326612
INTU,12.9244,0.194,15.3921,33.819893
INUV,4.0534,72.4397,-20.7292,inf
INVA,18.4722,-19.5344,-15.9867,15.647959
INVE,-131.7336,-124.1975,1300.2551,-64.125
INVH,33.236,46.6306,35.5154,44.83117
IONS,-93.563,843.1829,35.8013,-13.227129
IOR,-14.6179,9.2551,78.0972,
IOSP,224.3902,42.8571,4.5865,16.248985
IOVA,31.8479,15.673,12.1609,-17.535212
IP,263.4855,-14.1553,-80.8511,12.423215
IPAR,128.7109,38.3556,26.225,20.339376
IPG,171.3757,-1.5533,17.1002,10.317276
IPGP,74.4767,-60.5235,99.1447,18.019438
IPI,-1020.0633,-71.0928,-149.3949,-43.0
IPWR,-38.7948,50.7116,,-7.043479
IQV,246.2366,12.94,24.473,18.716333
IR,-1789.1892,7.5022,28.7746,26.525425
IRBT,-79.3361,-1042.0698,6.4322,-6.0281696
IRDM,-83.375,-193.5937,76.737,32.77551
IRIX,-17.4435,44.4402,26.8054,-10.246207
IRM,31.3768,23.7133,-66.9227,36.285046
IRMD,581.188,37.564,34.0203,24.040936
IROQ,25.96,8.1728,-19.4329,
IRT,201.9298,162.955,-114.6927,52.983334
IRTC,131.2594,14.5954,6.2425,-63.868416
IRWD,397.7095,-66.8719,-672.4954,9.746914
ISDR,56.2678,-41.2337,-60.393,10.601851
ISRG,60.7203,-22.4275,35.9752,50.639458
ISSC,54.9002,9.0599,9.1238,14.282609
ISTR,-42.4005,346.3625,-53.2947,8.706806
IT,197.4976,1.7943,9.2433,32.824577
ITCI,25.1623,-9.809,-45.4943,67.22222
ITGR,25.3048,-31.4344,36.5684,18.760365
ITI,,-169.8638,109.8164,21.238096
ITIC,70.0152,-64.3345,-9.275,
ITRI,40.2036,-88.0229,-1095.9207,22.126146
ITT,336.2759,16.0291,11.8529,20.27565
ITW,27.7383,12.6206,-2.5379,22.516895
IVAC,2420.8333,-164.1435,-28.6091,-12.5
IVR,-94.6248,347.6933,-96.064,2.22987
IVZ,113.9968,-43.5084,-110.5246,7.7357297
IZEA,-70.1132,42.3126,,19.2
JACK,84.6564,-30.1493,12.9944,8.145251
JAGX,55.5651,-9.7747,,-0.45807692
JAKK,-57.9095,-1621.5213,-57.9863,4.470726
JAZZ,-238.1584,-32.0347,-285.1433,5.3083334
JBGS,27.2122,-207.7141,-193.6829,-9.208334
JBHT,50.3465,27.4111,-24.8686,19.100945
JBL,1188.8889,43.1034,-17.8715,11.414286
JBLU,-86.5583,98.9011,-14.3646,-73.5
JBSS,10.4066,3.4248,1.7318,20.899158
JBT,9.4669,15.3652,324.0175,15.830986
JCI,159.4295,-6.4142,-100.0,16.019463
JCTCF,24.0769,-66.3057,-101.7718,
JEF,115.9788,-53.0894,-64.646,10.54258
JELD,84.3317,-72.9141,36.5605,10.097562
JHG,375.825,-39.9355,5.2632,10.719863
JILL,,-79.8119,-249.8596,7.1074376
JJSF,203.7804,-15.0557,67.0499,23.152802
JKHY,4.9891,16.5175,1.0278,28.805265
JLL,138.9068,-31.9364,-65.5615,11.98469
JNJ,41.8921,-14.0674,95.9367,14.161411
JNPR,-1.9783,86.387,-34.1401,15.66
JOB,-100.0418,326550.0,-51.9465,3.277
JOE,64.9293,-4.8637,9.5662,526.1473
JOUT,50.9623,-46.6413,-56.0945,11.622857
JPM,65.9195,-22.0507,31.5214,12.643694
JRVR,-3682.0688,-117.9243,-447.6706,4.5051546
JVA,-1431.2202,-398.3051,-77.6869,4.0499997
JWN,,-125.7971,37.6404,9.728856
JYNT,-42.5468,-91.7158,-1656.1065,31.564104
K,18.9448,-35.4839,-0.9375,15.316273
KAI,52.2628,43.8882,-4.0181,25.697447
KALA,36.6904,-68.5691,-5.852,-0.59478265
KALU,-164.2361,60.0,-259.4595,12.398406
KALV,,78.0534,12.8347,-4.669456
KAMN,-162.6165,-211.2274,-116.3609,45.99
KAR,13200.0,262.7068,-163.8889,17.315
KBH,90.6361,44.6077,-27.7334,7.852694
KBR,-137.5,603.7037,-239.4737,16.873077
KDP,61.9623,-33.0848,51.8802,16.19082
KE,212.1071,-44.9684,78.6421,9.981308
KELYA,-316.8056,-140.0384,-158.24,9.32
KEQU,,66.8301,-112.047,15.972221
KEX,-9.39,-149.5197,82.2988,16.640337
KEY,95.4579,-26.9714,-49.5566,9.033191
KEYS,42.5837,25.7271,-5.9609,20.402721
KFFB,-114.5055,-12.6374,-41.3208,
KFRC,34.1512,0.3379,-19.032,16.813513
KFY,,185.1451,-35.7982,13.030044
KHC,184.2697,133.498,20.821,12.811667
KIDS,-50.6435,-107.7368,-1767.2496,-27.90534
KIM,-15.6644,-85.075,419.3632,25.286667
KINS,-858.78,205.2843,,-11.146191
KIRK,,32.3757,-302.9147,-1.6272035
KKR,136.3238,-111.0232,-815.4531,15.646865
KLAC,70.8019,59.8335,1.9709,25.156933
KLIC,602.0287,18.0804,-86.8184,17.003597
KLXE,,-99.0668,-719.3548,7.3404255
KMB,-22.8741,6.6152,-8.7901,17.983421
KMI,1399.1597,42.8251,-6.1617,14.732
KMPR,-130.1781,131.6896,-5.0593,10.833955
KMT,-1061.5616,165.685,-18.0912,14.509091
KMX,,54.1395,-57.8943,18.34543
KN,2178.7879,-385.9707,-116.8333,12.407692
KNSA,-2.1421,-216.1084,-92.3191,33.70909
KNSL,72.6541,4.2284,93.6304,20.709383
KNX,81.3133,3.7581,-71.8473,16.63849
KO,26.1262,-2.3437,12.2825,22.069395
KOD,100.5996,25.032,-21.9673,-0.7477477
KODK,-104.4362,8.3333,188.4615,
KOP,-30.1639,-25.5869,40.694,10.089354
KOPN,204.5235,43.8703,2.1852,83.75
KOS,-81.0888,-391.062,-5.7519,5.410378
KPTI,-36.7779,33.2047,-13.426,-1.039604
KR,,-35.9768,35.5891,12.187912
KRC,235.7174,-62.9679,-8.7587,21.949043
KREF,152.1885,-72.2247,-180.9674,7.4724407
KRG,398.0953,-84.3625,-475.8943,91.208336
KRNY,40.6272,6.8224,-39.5813,10.887755
KRO,76.6823,-7.4402,-146.9856,15.589458
KRYS,116.2776,101.2002,-107.81,37.01659
KSS,,-675.4601,-102.0256,9.022727
KTCC,-8.7642,-22.2069,52.7095,
KTOS,-102.5126,1745.0,-75.8808,34.584908
KURA,45.5688,4.1191,12.3609,-8.260162
KVHI,-55.5014,-346.1334,-164.1781,32.466663
KW,200.0908,-71.6404,-424.2263,
KWR,206.0391,-113.1261,-807.7271,18.463726
KZR,30.8754,24.9112,49.2841,-0.66888
L,-267.7766,-47.3752,74.4526,26.041378
LAD,125.4093,18.0077,-20.0,6.9131556
LADR,-491.2911,151.6135,-28.8939,8.113806
LAKE,,-67.8121,-83.5297,8.532994
LAMR,59.4545,13.0271,13.0209,20.557219
LANC,3.9049,-37.0584,24.2225,27.395954
LAND,-29.0499,34.7067,209.367,-43.72414
LARK,-7.6027,-45.1557,23.8712,
LASR,41.7399,83.9597,-23.652,-50.217392
LAUR,-131.3772,-63.848,54.6433,9.620915
LAZ,31.2087,-32.2967,-121.112,9.326969
LBAI,65.237,12.9712,-21.0759,7.6749997
LBC,119.8662,-8.6094,,38.125
LBRDA,83.9196,71.7213,-45.2665,5.8700237
LBRDK,83.9196,71.7213,-45.2665,6.511811
LBRT,55.0782,-322.9374,39.2178,6.8773007
LBTYA,-924.742,-89.0279,-375.0272,-9.206897
LBTYK,-924.742,-89.0279,-375.0272,-3.4063785
LC,-109.9073,1459.1227,-86.5582,10.344595
LCII,81.6075,37.2681,-83.747,14.527778
LCNB,4.4782,5.5021,-42.932,9.4096775
LCUT,-791.7526,-129.6428,36.4256,10.128478
LDOS,19.9045,-9.0305,-70.9489,15.793064
LE,,207.9457,-137.5498,38.11111
LEA,135.8991,-12.3562,74.7025,7.2568703
LECO,34.1872,70.7369,15.4638,21.324596
LEE,-1251.6456,-108.8679,161.1304,6.6489363
LEG,59.0514,-23.0119,-144.1575,13.799242
LEGH,31.2567,35.8966,-19.6435,10.699482
LEN,79.7179,4.1537,-14.6423,9.409418
LEU,221.6912,-70.1714,61.6858,15.250896
LEVI,-535.3757,2.8108,-56.1413,14.845889
LFUS,118.3358,31.5356,-30.49,19.612959
LFVN,11.646,-75.8027,-18.5897,8.654286
LGIH,32.6495,-23.9914,-38.9935,7.827265
LGL,1412.1901,-120.44,,25.391304
LGND,-2014.1709,-158.3867,-256.3322,12.444661
LH,52.773,-46.1953,-67.3208,12.703524
LIFE,108.1361,34.2632,11.1408,-1.6631579
LII,30.2273,7.1336,18.7085,21.300713
LILA,-35.4148,-61.2574,-56.8834,9.425625
LILAK,-35.4148,-61.2574,-56.8834,25.05
LIN,52.9788,8.39,49.4816,25.780046
LINC,-28.5123,-63.6097,105.7701,15.529412
LIND,20.7308,-6.5643,-59.0505,-54.333336
LIQT,13.4436,27.3403,-39.5082,-4.779661
LITE,193.2103,-49.9371,-166.1639,18.542017
LIVE,185.5038,-20.6943,-100.4123,3.3533332
LIVN,-61.0635,-36.4988,-120.3441,16.924698
LKFN,13.5125,8.4443,-9.6805,16.759209
LKQ,70.8898,5.3162,-18.5379,10.036696
LL,-32.1178,-128.9726,756.6675,-1.0695364
LLY,-9.881,11.8799,-16.0838,43.47959
LMAT,26.8002,-23.3062,45.8858,35.552013
LMFA,-217.7598,-714.3909,-45.4715,-0.4
LMNR,-79.063,-93.1415,-4083.0508,46.92857
LMT,-7.5809,-9.232,20.7258,17.831865
LNC,657.1142,-64.0551,-155.3756,3.6435122
LNG,2656.4706,-160.9475,591.9468,16.582905
LNN,10.2074,53.7842,10.5546,20.887993
LNT,8.0128,1.7804,2.4781,15.123854
LNTH,429.0507,-139.3763,1063.8615,9.985007
LOAN,4.5857,17.824,5.0738,10.36102
LOB,180.4612,5.5169,-58.0621,11.87234
LOCO,18.9875,-28.5704,22.8499,12.357142
LODE,-264.6375,86.908,-119.9392,-1.7794118
LOOP,,23.5962,-52.5821,-20.142857
LOPE,1.224,-29.065,10.9977,15.379837
LOVE,,222.4554,-44.2217,11.12
LOW,,44.6787,-23.7503,17.082527
LPCN,-96.974,1595.8785,51.9903,-8.403509
LPG,,-22.2867,139.7218,9.097613
LPLA,-2.7027,83.9018,26.0787,13.989743
LPSN,16.1533,80.6352,-55.5099,-0.66818184
LPTH,-467.4177,11.2057,14.248,-15.666666
LPX,175.9519,-21.1329,-83.6096,14.588933
LQDA,-42.1396,18.6125,91.3983,-37.941174
LQDT,-1450.0,-20.8542,-47.9764,14.028226
LRCX,73.574,17.8287,-2.0488,27.423113
LRN,191.5653,49.9349,18.4234,13.7510195
LSBK,35.7394,-7.742,-15.5571,
LSCC,102.4012,86.4869,44.8223,42.865925
LSTR,98.6008,12.9455,-38.6434,22.177582
LSXMA,-180.1874,115.6928,-35.8359,9.270565
LSXMK,-180.1874,115.6928,-35.8359,15.822581
LTBR,-45.6508,-4.3112,5.4788,
LTC,-41.3797,79.0587,-10.2865,17.723404
LTRPA,-175.2101,-83.2402,-1050.0,-3.902439
LTRX,-62.3394,32.5915,67.4748,7.7708335
LULU,,65.6139,-12.3571,22.724117
LUNA,-58.0067,571.4182,,6.677419
LUV,-131.7827,-44.8311,-13.7291,13.191542
LVS,-42.9674,-290.6348,-33.3515,14.60356
LW,-13.1457,-36.7841,402.1901,13.363199
LWAY,2.4443,-72.093,1130.1948,17.106558
LXP,108.7528,-70.2643,-73.2974,inf
LXRX,49.8242,16.1649,73.7415,-2.340909
LXU,-170.3348,428.9861,-87.8779,26.600002
LYB,295.0704,-30.8021,-45.5435,10.311031
LYFT,-39.405,49.1804,-78.5221,19.458334
LYTS,-38.824,156.1691,71.3811,14.09434
LYV,-62.2563,-145.4731,90.3063,40.50901
LZB,,40.9126,0.4313,11.14478
M,,-136.2576,-17.6923,6.9583335
MA,35.5015,14.3087,12.7392,29.180716
MAA,109.361,19.4168,-13.2766,30.842722
MAC,-106.1958,-563.2125,314.8226,-149.7
MACK,-18.9234,-37.1079,-23.5104,-8.27809
MAN,1506.7227,-2.249,-76.244,11.561832
MANH,26.63,16.7346,36.9179,47.0
MAR,-511.6105,114.5587,30.7464,22.163874
MARA,185.3465,2227.9174,-137.6318,45.457565
MARK,-300.7453,-301.962,-47.4668,-1.1818181
MAS,-66.5033,105.8537,7.5829,15.255484
MASI,-4.4528,-37.5,-43.2056,34.734013
MAT,630.6962,-56.3767,-45.5839,11.883117
MATW,-103.3389,-3528.6598,-139.38,9.9926195
MATX,380.2693,14.7186,-72.0744,12.605814
MAYS,-143.9326,-278.9733,-88.3538,
MBCN,123.1764,-15.8858,10.8148,13.081395
MBI,-23.0104,-54.382,139.9015,-9.621212
MBIN,25.7964,-3.2509,27.0857,7.108963
MBIO,10.589,16.8073,-33.4382,-0.048075397
MBOT,23.3831,16.3971,-18.4386,-1.4609375
MBUU,78.4234,43.5093,-33.6981,7.8610477
MBWM,33.7192,3.4598,34.6429,8.238042
MC,104.2224,-58.8336,-116.4289,19.665339
MCB,53.4359,-1.8661,30.0261,5.4707484
MCBC,-3.8157,19.7043,24.4537,11.220472
MCD,59.5011,-18.1281,37.0933,21.664156
MCFT,-333.5842,3.639,18.42,8.798284
MCHP,,267.9164,74.0723,29.719744
MCHX,-88.5814,87.8132,20.1941,70.0
MCK,,-124.5429,219.5691,17.289585
MCO,24.5219,-37.9404,-100.0,29.960981
MCRB,-26.4218,281.4648,-54.5389,-1.13975
MCRI,189.2474,27.7289,-5.7511,14.9092865
MCS,-65.322,-72.3466,-223.5717,23.927273
MCY,-33.8141,-306.7751,-118.791,11.110724
MD,-116.4427,-49.3487,-191.065,6.9069767
MDB,,14.9552,12.5566,105.59544
MDC,56.0623,-2.0078,-28.6644,11.226381
MDGL,19.5813,22.1232,26.5041,-14.068414
MDLZ,20.9564,-36.814,82.5175,20.43662
MDRX,-80.8057,,,10.064936
MDT,,39.7393,-25.4217,14.731194
MDU,-3.0943,-2.8144,12.8488,16.884354
MED,59.4717,-12.4751,-30.7541,8.733226
MEDP,25.0812,34.9303,15.2595,30.466768
MEI,,-16.435,-24.5597,65.12631
MEIP,-12.4202,31.8052,-41.5323,-0.5264957
MERC,-1092.0975,44.4774,-197.9829,22.260868
MESA,-39.6009,-1201.266,-34.2471,-10.214444
MET,26.7801,-22.9176,-70.1363,7.1949744
MFA,-148.4067,-170.4172,-134.616,6.4666667
MG,-103.8809,68.3679,-368.549,9.888888
MGEE,14.4377,4.9082,6.081,19.35856
MGM,-221.4623,17.4369,-22.4638,13.963792
MGNX,55.7858,-40.7476,-92.4364,-8.155556
MGPI,126.3155,19.8835,-1.8152,11.724892
MGRC,-12.0401,28.3518,51.6624,17.812399
MGY,-134.5321,114.2045,-56.558,10.995727
MGYR,179.4521,29.3954,-2.6518,
MHH,23.9327,-28.7129,-181.933,8.777778
MHK,100.3819,-97.5563,-1840.8643,10.540215
MHLD,-36.198,-325.3368,-35.7622,8.42
MHO,65.4485,23.6336,-5.1557,6.52854
MIDD,135.6518,-10.6292,-8.1744,12.353411
MIND,,-25.7116,-41.4518,4.879083
MITK,2.0988,-53.6977,117.2983,10.896552
MITT,-124.752,-150.9665,-201.2881,7.574324
MKC,1.057,-9.7048,-0.2053,24.63474
MKL,196.9419,-108.9255,-1022.9183,14.722851
MKSI,57.4286,-39.5644,-652.8529,17.771677
MKTX,-13.8584,-2.9718,3.1296,24.59174
MLAB,,-42.8528,-50.294,278.1619
MLI,235.8735,40.5097,-8.4183,12.012631
MLM,-2.5659,23.3879,34.8523,24.65652
MLP,31.3364,-152.2515,-272.3559,
MLR,-45.5079,25.1676,186.4986,
MLSS,-7.0729,27.6874,-20.4112,-12.280001
MMC,55.9028,-2.959,23.1475,20.970465
MMI,232.5786,-26.8442,-132.6553,33.375
MMM,8.6621,-2.432,-221.0836,13.572652
MMS,35.7519,-30.0041,-20.6233,15.883629
MMSI,-592.2686,53.7871,26.699,20.39011
MNKD,41.3802,7.9999,-86.341,16.84
MNOV,-26.8491,38.827,-39.0755,-5.45125
MNR,,273.5102,-73.4858,5.8737817
MNRO,,79.3992,-36.5774,16.603659
MNST,-2.2786,-13.4922,36.871,26.292685
MNTX,-66.3997,7.1725,-250.0918,7.681304
MO,-44.5937,132.8889,41.0479,8.87247
MOD,,-140.4366,79.6948,24.868767
MODN,117.6303,-3.7058,18.4634,20.915495
MOFG,949.162,-12.45,-65.7122,7.5000005
MOH,-2.0802,20.1821,37.7525,12.845489
MORN,-13.551,-63.5282,100.1418,34.31197
MOS,144.7981,119.7228,-67.4863,10.69178
MOTS,-1.1632,-2.2908,-30.8114,-0.0041628703
MOV,,-182.1383,3.1976,9.535055
MPAA,,-65.7245,-157.1526,10.642858
MPB,11.8662,86.93,-31.7648,7.0847454
MPC,-199.1044,49.0655,-33.3081,11.117251
MPW,52.0503,37.5866,-161.6528,9.744898
MPWR,47.2383,80.839,-2.3529,42.194443
MPX,49.28,39.003,3.341,11.831579
MRAM,-151.0221,41.1236,47.6913,14.705883
MRC,-94.8905,-635.7143,52.0,8.099291
MRCY,-27.6134,-81.8274,-351.3082,55.384617
MRIN,-7.8784,40.8143,20.2447,-61.0
MRK,84.647,11.2652,-97.4861,13.19332
MRKR,45.8886,-28.5303,-72.4804,-1.2588235
MRNS,46.389,-79.9384,613.59,-1.0891473
MRO,-165.1964,281.8182,-56.9767,8.592768
MRSN,93.1512,20.0823,-15.9354,-4.3219175
MRTN,22.918,29.1778,-36.2298,16.623764
MRVL,,51.8211,-61.1639,28.37083
MS,36.7224,-26.6396,-17.6081,11.9881735
MSA,-82.801,741.7526,-67.3869,22.136742
MSBI,260.8155,21.7765,-23.797,7.314754
MSCI,20.6309,19.9164,31.9352,28.674356
MSEX,-4.8979,16.1071,-25.7018,21.474468
MSFT,38.3686,18.7152,-0.5183,32.06029
MSI,31.1907,9.4779,25.3852,24.957718
MSM,-13.6231,56.6505,1.0145,14.355694
MSN,,-8.8028,-62.4931,0.13761671
MSTR,7016.9591,174.4821,-129.1959,505.2545
MTB,37.3829,7.1544,37.6004,8.956281
MTCH,71.0865,30.3263,80.01,12.541833
MTD,27.5818,13.4615,-9.5959,28.025417
MTDR,-198.6114,107.5679,-30.3187,7.5694113
MTEM,-20.8805,11.6963,-91.2379,-0.43249363
MTEX,57.1953,-145.6208,-50.1336,
MTG,42.3432,36.2791,-17.6114,8.015565
MTH,74.1411,34.5447,-25.5438,7.96461
MTN,29.3596,172.1338,-22.9289,19.96373
MTNB,3.7251,-9.8183,9.2632,-1.7318182
MTRN,368.7233,18.6494,11.2943,15.896119
MTRX,-5.5935,104.6503,-18.0579,13.373529
MTSI,-182.4103,1058.5995,-79.1849,31.605505
MTW,-157.5916,-1223.6364,-131.7152,8.09804
MTX,46.2633,-25.6691,-31.1784,10.78437
MTZ,1.8532,-89.8568,-249.7542,21.572115
MU,118.1243,48.217,-167.1463,16.379261
MUR,-93.5876,-1410.066,-31.448,7.6641545
MUSA,2.7972,69.5389,-17.2537,15.65887
MUX,-62.7691,42.9592,-168.2072,-28.97561
MVBF,4.5708,-61.5373,107.563,8.060346
MVIS,216.8549,22.8958,56.0377,-3.260652
MWA,-2.2222,8.8068,11.6188,20.19375
MXL,-142.5679,197.9342,-158.4989,28.391891
MYE,-8.7873,79.6977,-18.9158,12.985294
MYGN,-86.3659,311.7647,135.0893,86.565216
MYRG,44.6757,-1.9162,9.1256,20.81941
NAII,-754.5897,-0.5201,-76.4563,
NATH,,22.763,44.3292,
NATR,35.2252,-101.3517,-3965.641,20.515625
NAVB,9.413,29.3773,,-0.21875
NAVI,74.0291,-10.0418,-64.6512,8.216578
NBHC,5.6608,-23.8574,99.2985,10.094225
NBIX,-78.0015,72.433,61.6181,21.741812
NBN,214.4786,-41.0332,4.8004,7.870821
NBR,-29.3392,-38.4721,-96.6357,10.488145
NBTB,48.3743,-1.8659,-21.8514,11.0282135
NBY,-47.2416,82.1429,-9.1252,3.935
NC,225.3228,54.0945,-153.382,
NCLH,12.3133,-49.6313,-107.3209,11.017341
NCMI,-25.5352,-41.0678,-2557.1429,33.038464
NCSM,-91.7811,-76.7216,186.1162,9.878855
NDAQ,27.224,-5.2233,-5.8667,19.664473
NDLS,-115.7573,-190.4229,197.4049,-6.543478
NDSN,82.083,12.9267,-4.9912,23.411606
NE,,,185.2369,7.7716255
NEE,22.4049,16.0649,76.272,18.313858
NEM,-58.784,-136.7925,481.352,11.365278
NEO,-300.0719,1628.1658,-39.017,100.75
NEOG,2.3657,-20.6547,-147.343,22.345453
NEON,15.0758,-24.2946,107.3111,7.6996665
NERV,-2671.4498,-35.6616,-6.5506,-0.5176211
NEU,-29.4418,46.4255,39.1095,20.502712
NFBK,91.0187,-13.4953,-38.3678,8.742268
NFG,-393.8039,55.6512,-15.7512,8.58521
NFLX,85.2769,-12.2024,20.3936,26.588207
NGS,-607.9093,-93.8038,-934.2707,17.148148
NGVC,2.8587,3.8093,8.7901,20.146341
NGVT,-34.8953,79.1702,-102.552,9.903732
NHC,230.9928,-83.8047,197.6075,210.67441
NHI,-39.6065,-40.6077,104.289,21.026579
NHTC,28.707,-71.1521,81.4696,
NI,-3423.2955,37.4765,-11.1678,14.97027
NICK,,-64.1001,-1238.0587,
NINE,-82.9594,-122.2888,-323.8102,-4.054643
NJR,-27.678,133.2021,-3.7094,15.083332
NKE,125.5612,5.5701,-16.1429,25.214092
NKSH,26.7774,27.2299,-39.4917,9.872727
NKTR,17.8645,-29.7113,-25.0251,-2.1126761
NL,248.6921,-33.8829,-106.8195,9.37647
NLY,-368.1772,-27.8075,-195.2383,6.9780216
NMIH,34.7178,26.7261,9.9719,6.883002
NMRK,837.7067,-88.9074,-48.8742,7.523077
NNBR,-86.8528,97.3384,92.1603,-72.8
NNI,11.5885,3.5753,-77.5297,16.387827
NNN,26.7982,15.3433,17.2473,19.94853
NNVC,-34.3906,-8.1083,5.942,-1.027027
NOC,119.6613,-30.1071,-58.0065,17.56663
NODK,-79.1626,-730.8935,-89.6866,
NOG,-100.7021,12055.9032,19.3643,6.909688
NOV,-90.1652,-162.0,540.6452,10.417582
NOVT,13.05,47.128,-1.584,39.1201
NOW,93.2773,41.3043,432.6154,43.762024
NPK,-45.3682,-19.3147,66.9598,95.02299
NPO,0.1689,15.2895,-89.176,18.001772
NR,-68.3677,-18.3813,-169.6746,16.928572
